payment_sk,payment_id,id_order,id_date,payment_method,status,amount,paid_at
2451,7000002719,1000002719,20250625,CASH,PAID,12806.64,2025-06-25 10:33:02
2452,7000002721,1000002721,20240614,CASH,REFUNDED,106359.0,2024-06-14 10:58:01
2453,7000002722,1000002722,20241118,CARD,PAID,44760.0,2024-11-18 05:02:42
2454,7000002723,1000002723,20240916,CARD,PAID,26136.0,2024-09-16 17:51:29
2455,7000002724,1000002724,20241214,CARD,REFUNDED,37500.0,2024-12-14 15:16:34
2456,7000002725,1000002725,20250817,CARD,PAID,15246.0,2025-08-17 19:43:14
2457,7000002728,1000002728,20241126,CARD,PAID,28488.0,2024-11-26 15:36:55
2458,7000002729,1000002729,20240406,CASH,PAID,41382.0,2024-04-06 10:04:39
2459,7000002730,1000002730,20250122,CASH,REFUNDED,13794.0,2025-01-22 07:59:22
2460,7000002731,1000002731,20250910,CASH,PAID,39131.4,2025-09-10 15:39:47
2461,7000002732,1000002732,20250204,CARD,PAID,76230.0,2025-02-04 07:45:53
2462,7000002733,1000002733,20250118,CARD,PAID,101315.4,2025-01-18 02:07:01
2463,7000002734,1000002734,20240706,GATEWAY,PAID,97465.5,2024-07-06 18:41:29
2464,7000002735,1000002735,20250912,CASH,PAID,53905.5,2025-09-12 06:56:28
2465,7000002736,1000002736,20250120,CARD,PAID,69696.0,2025-01-20 19:14:15
2466,7000002737,1000002737,20241016,CARD,PAID,50965.2,2024-10-16 04:59:35
2467,7000002738,1000002738,20250223,CARD,PAID,83036.25,2025-02-23 22:03:02
2468,7000002739,1000002739,20240711,CARD,PAID,41594.64,2024-07-11 02:04:30
2469,7000002740,1000002740,20240521,CARD,PAID,55030.8,2024-05-21 17:19:57
2470,7000002741,1000002741,20250909,GATEWAY,PAID,74498.25,2025-09-09 01:40:31
2471,7000002742,1000002742,20240704,TRANSFER,PAID,44104.5,2024-07-04 07:57:25
2472,7000002743,1000002743,20241027,CASH,PAID,49005.0,2024-10-27 09:07:34
2473,7000002744,1000002744,20250611,CASH,PAID,37352.7,2025-06-11 16:05:21
2474,7000002745,1000002745,20250329,GATEWAY,PAID,42882.0,2025-03-29 21:02:59
2475,7000002746,1000002746,20240116,CASH,PAID,45738.0,2024-01-16 19:56:01
2476,7000002747,1000002747,20250425,GATEWAY,PAID,79525.8,2025-04-25 20:58:44
2477,7000002748,1000002748,20241110,TRANSFER,PAID,43269.6,2024-11-10 19:28:24
2478,7000002750,1000002750,20250803,GATEWAY,PAID,38443.8,2025-08-03 13:58:25
2479,7000002751,1000002751,20250808,CASH,PAID,45287.88,2025-08-08 18:57:32
2480,7000002752,1000002752,20240608,CASH,PAID,92565.0,2024-06-08 18:06:16
2481,7000002754,1000002754,20241211,CARD,PAID,51262.62,2024-12-11 13:43:11
2482,7000002755,1000002755,20240624,GATEWAY,PAID,16146.0,2024-06-24 04:13:24
2483,7000002756,1000002756,20240729,CARD,PAID,18142.5,2024-07-29 00:09:34
2484,7000002757,1000002757,20250328,GATEWAY,PAID,40404.0,2025-03-28 14:34:11
2485,7000002758,1000002758,20240626,GATEWAY,PAID,55894.5,2024-06-26 11:18:46
2486,7000002760,1000002760,20250622,CARD,PAID,36300.0,2025-06-22 11:54:10
2487,7000002761,1000002761,20250731,GATEWAY,PAID,77321.1,2025-07-31 08:04:49
2488,7000002762,1000002762,20250529,CARD,PAID,43588.8,2025-05-29 01:27:26
2489,7000002763,1000002763,20250413,GATEWAY,PAID,19350.0,2025-04-13 21:26:16
2490,7000002764,1000002764,20250903,CARD,PAID,29040.0,2025-09-03 16:19:34
2491,7000002765,1000002765,20240311,CARD,PAID,26136.0,2024-03-11 18:10:31
2492,7000002766,1000002766,20250222,CARD,PAID,39619.92,2025-02-22 04:25:05
2493,7000002767,1000002767,20240617,CARD,PAID,40704.0,2024-06-17 01:32:42
2494,7000002768,1000002768,20250412,CARD,PAID,40404.0,2025-04-12 17:31:53
2495,7000002769,1000002769,20250307,CASH,REFUNDED,51727.5,2025-03-07 18:28:51
2496,7000002771,1000002771,20241118,GATEWAY,PAID,55650.0,2024-11-18 07:47:01
2497,7000002772,1000002772,20240406,CARD,PAID,78988.8,2024-04-06 11:40:22
2498,7000002774,1000002774,20250127,CARD,PAID,53678.62,2025-01-27 09:18:00
2499,7000002775,1000002775,20250412,CARD,PAID,53361.0,2025-04-12 07:56:32
2500,7000002776,1000002776,20250625,CARD,PAID,58100.25,2025-06-25 02:13:47
2501,7000002777,1000002777,20240320,CARD,PAID,26136.0,2024-03-20 18:52:40
2502,7000002778,1000002778,20250409,CARD,PAID,48024.9,2025-04-09 07:02:33
2503,7000002780,1000002780,20250226,CARD,PAID,27036.0,2025-02-26 00:55:50
2504,7000002781,1000002781,20250617,GATEWAY,PAID,65378.4,2025-06-17 15:43:24
2505,7000002782,1000002782,20250515,GATEWAY,PAID,52272.0,2025-05-15 06:03:03
2506,7000002784,1000002784,20250410,CASH,PAID,43451.1,2025-04-10 02:17:49
2507,7000002785,1000002785,20241019,CASH,PAID,14483.7,2024-10-19 13:24:03
2508,7000002786,1000002786,20240818,CASH,PAID,17787.0,2024-08-18 09:20:42
2509,7000002787,1000002787,20250531,CARD,PAID,18442.5,2025-05-31 21:32:52
2510,7000002788,1000002788,20250714,CARD,PAID,18987.0,2025-07-14 05:09:21
2511,7000002789,1000002789,20240116,CASH,PAID,14374.8,2024-01-16 07:02:21
2512,7000002790,1000002790,20240715,CARD,PAID,82038.0,2024-07-15 01:27:33
2513,7000002791,1000002791,20240601,CARD,PAID,18150.0,2024-06-01 00:27:35
2514,7000002792,1000002792,20250512,CASH,REFUNDED,70694.25,2025-05-12 04:08:19
2515,7000002794,1000002794,20250917,GATEWAY,PAID,31846.8,2025-09-17 21:54:10
2516,7000002795,1000002795,20250826,GATEWAY,PAID,37200.0,2025-08-26 10:17:17
2517,7000002796,1000002796,20250111,GATEWAY,PAID,33870.0,2025-01-11 00:38:25
2518,7000002797,1000002797,20250317,GATEWAY,PAID,42862.8,2025-03-17 13:08:17
2519,7000002798,1000002798,20240429,GATEWAY,PAID,29359.2,2024-04-29 02:51:49
2520,7000002799,1000002799,20250904,CASH,PAID,19565.7,2025-09-04 18:10:14
2521,7000002800,1000002800,20240603,CASH,PAID,26136.0,2024-06-03 07:01:50
2522,7000002801,1000002801,20241210,CASH,PAID,27588.0,2024-12-10 20:30:24
2523,7000002803,1000002803,20250806,CARD,PAID,16020.0,2025-08-06 09:39:31
2524,7000002804,1000002804,20241005,GATEWAY,PAID,18966.75,2024-10-05 18:01:05
2525,7000002805,1000002805,20241208,CARD,PAID,13794.0,2024-12-08 19:56:44
2526,7000002806,1000002806,20240804,CARD,PAID,43560.0,2024-08-04 11:27:18
2527,7000002807,1000002807,20250113,GATEWAY,REFUNDED,45912.0,2025-01-13 05:09:03
2528,7000002808,1000002808,20241226,GATEWAY,REFUNDED,86822.1,2024-12-26 16:21:21
2529,7000002809,1000002809,20240617,CARD,REFUNDED,91804.8,2024-06-17 04:05:52
2530,7000002810,1000002810,20250512,CARD,PAID,13068.0,2025-05-12 11:10:52
2531,7000002811,1000002811,20250312,GATEWAY,REFUNDED,40104.0,2025-03-12 01:10:34
2532,7000002812,1000002812,20250216,CASH,PAID,32670.0,2025-02-16 19:40:04
2533,7000002813,1000002813,20240326,CASH,PAID,45738.0,2024-03-26 10:30:22
2534,7000002815,1000002815,20240419,GATEWAY,PAID,56222.25,2024-04-19 15:10:20
2535,7000002816,1000002816,20240809,GATEWAY,PAID,26513.28,2024-08-09 07:40:11
2536,7000002817,1000002817,20241115,TRANSFER,REFUNDED,13068.0,2024-11-15 07:24:04
2537,7000002818,1000002818,20250907,CARD,REFUNDED,17235.0,2025-09-07 06:16:48
2538,7000002819,1000002819,20240226,GATEWAY,PAID,28749.6,2024-02-26 03:01:16
2539,7000002820,1000002820,20250728,CARD,PAID,42688.8,2025-07-28 15:32:46
2540,7000002821,1000002821,20250626,CARD,REFUNDED,89646.48,2025-06-26 19:44:16
2541,7000002822,1000002822,20241218,CARD,PAID,44188.8,2024-12-18 14:52:21
2542,7000002823,1000002823,20240327,CARD,PAID,72774.0,2024-03-27 08:54:22
2543,7000002824,1000002824,20241216,CASH,PAID,86394.0,2024-12-16 07:08:27
2544,7000002825,1000002825,20240716,TRANSFER,PAID,17242.5,2024-07-16 07:59:17
2545,7000002827,1000002827,20241005,CARD,PAID,54450.0,2024-10-05 20:43:57
2546,7000002829,1000002829,20250513,TRANSFER,PAID,39930.0,2025-05-13 07:46:21
2547,7000002830,1000002830,20240917,CARD,PAID,36783.6,2024-09-17 09:58:02
2548,7000002831,1000002831,20240915,CARD,PAID,39315.0,2024-09-15 13:58:25
2549,7000002832,1000002832,20241225,CARD,PAID,13968.0,2024-12-25 22:49:31
2550,7000002833,1000002833,20240408,GATEWAY,PAID,17535.0,2024-04-08 07:05:07
2551,7000002834,1000002834,20240704,CARD,PAID,48327.0,2024-07-04 21:21:15
2552,7000002835,1000002835,20250226,CARD,PAID,47020.2,2025-02-26 16:10:45
2553,7000002836,1000002836,20250928,GATEWAY,PAID,130055.4,2025-09-28 10:55:07
2554,7000002837,1000002837,20250605,CASH,PAID,118102.05,2025-06-05 15:18:14
2555,7000002840,1000002840,20241104,CARD,PAID,50205.0,2024-11-04 01:40:21
2556,7000002841,1000002841,20250807,CARD,PAID,13968.0,2025-08-07 09:01:31
2557,7000002842,1000002842,20250511,CASH,PAID,34303.5,2025-05-11 17:42:53
2558,7000002843,1000002843,20250211,CARD,REFUNDED,53578.8,2025-02-11 19:58:22
2559,7000002844,1000002844,20250920,CARD,PAID,18351.75,2025-09-20 00:44:09
2560,7000002845,1000002845,20240711,TRANSFER,PAID,57172.5,2024-07-11 06:03:10
2561,7000002846,1000002846,20241008,CARD,PAID,37800.0,2024-10-08 11:48:46
2562,7000002847,1000002847,20240503,CARD,PAID,19350.0,2024-05-03 08:15:21
2563,7000002848,1000002848,20250827,GATEWAY,PAID,15420.0,2025-08-27 14:16:25
2564,7000002849,1000002849,20240225,CARD,PAID,54561.0,2024-02-25 22:12:10
2565,7000002850,1000002850,20250701,CASH,PAID,41382.0,2025-07-01 03:07:51
2566,7000002851,1000002851,20250122,CARD,PAID,44460.0,2025-01-22 03:54:25
2567,7000002853,1000002853,20250517,GATEWAY,PAID,33570.0,2025-05-17 04:15:46
2568,7000002854,1000002854,20250509,CARD,PAID,16746.0,2025-05-09 19:17:19
2569,7000002855,1000002855,20241220,GATEWAY,PAID,36183.6,2024-12-20 13:51:29
2570,7000002856,1000002856,20250627,GATEWAY,PAID,40404.0,2025-06-27 14:45:37
2571,7000002857,1000002857,20241007,CARD,PAID,115608.0,2024-10-07 09:35:45
2572,7000002858,1000002858,20250922,CARD,PAID,55350.0,2025-09-22 12:48:34
2573,7000002859,1000002859,20250625,CARD,PAID,58283.28,2025-06-25 03:57:59
2574,7000002861,1000002861,20240906,CARD,PAID,66540.0,2024-09-06 20:08:57
2575,7000002862,1000002862,20250721,CARD,PAID,67919.4,2025-07-21 10:36:49
2576,7000002863,1000002863,20240529,GATEWAY,PAID,14229.6,2024-05-29 07:02:01
2577,7000002864,1000002864,20240108,CARD,PAID,43560.0,2024-01-08 15:08:19
2578,7000002865,1000002865,20241010,GATEWAY,PAID,39319.92,2024-10-10 08:36:24
2579,7000002866,1000002866,20240822,GATEWAY,PAID,116679.9,2024-08-22 21:09:28
2580,7000002867,1000002867,20240719,CARD,PAID,42688.8,2024-07-19 10:24:16
2581,7000002869,1000002869,20240424,CASH,PAID,82764.0,2024-04-24 16:52:22
2582,7000002871,1000002871,20240222,CASH,PAID,38115.0,2024-02-22 19:54:49
2583,7000002872,1000002872,20250206,GATEWAY,PAID,65151.0,2025-02-06 09:02:51
2584,7000002873,1000002873,20250217,GATEWAY,PAID,19650.0,2025-02-17 12:47:26
2585,7000002874,1000002874,20250908,CARD,PAID,15294.0,2025-09-08 11:39:28
2586,7000002875,1000002875,20240418,CARD,PAID,35203.5,2024-04-18 23:50:24
2587,7000002876,1000002876,20250711,CARD,PAID,16335.0,2025-07-11 06:12:34
2588,7000002878,1000002878,20250914,GATEWAY,PAID,60475.8,2025-09-14 10:50:54
2589,7000002879,1000002879,20241002,CARD,PAID,85297.5,2024-10-02 04:27:23
2590,7000002880,1000002880,20250714,CARD,PAID,19565.7,2025-07-14 11:45:15
2591,7000002881,1000002881,20250717,CASH,PAID,41382.0,2025-07-17 15:41:39
2592,7000002882,1000002882,20240901,TRANSFER,PAID,34485.0,2024-09-01 09:56:00
2593,7000002883,1000002883,20250306,GATEWAY,PAID,68800.2,2025-03-06 00:05:04
2594,7000002884,1000002884,20240827,CARD,PAID,58334.1,2024-08-27 18:46:02
2595,7000002885,1000002885,20250416,CARD,PAID,46554.75,2025-04-16 06:32:47
2596,7000002886,1000002886,20240823,CARD,PAID,66610.5,2024-08-23 17:55:01
2597,7000002887,1000002887,20250721,CARD,PAID,32805.12,2025-07-21 11:50:22
2598,7000002888,1000002888,20250627,CASH,PAID,46554.75,2025-06-27 16:14:44
2599,7000002889,1000002889,20250613,CARD,PAID,42282.0,2025-06-13 11:21:43
2600,7000002890,1000002890,20240722,GATEWAY,PAID,38143.8,2024-07-22 13:54:51
2601,7000002891,1000002891,20250214,CARD,PAID,30129.0,2025-02-14 01:51:41
2602,7000002892,1000002892,20250806,CARD,PAID,87011.1,2025-08-06 04:54:35
2603,7000002893,1000002893,20241007,GATEWAY,PAID,101551.35,2024-10-07 20:03:29
2604,7000002894,1000002894,20240310,CARD,PAID,58372.5,2024-03-10 20:24:19
2605,7000002895,1000002895,20250627,GATEWAY,PAID,45004.5,2025-06-27 19:44:12
2606,7000002896,1000002896,20250629,CASH,PAID,16335.0,2025-06-29 13:49:19
2607,7000002897,1000002897,20240215,CARD,PAID,64414.35,2024-02-15 01:24:55
2608,7000002898,1000002898,20250428,TRANSFER,PAID,68062.5,2025-04-28 13:35:36
2609,7000002899,1000002899,20240603,CARD,PAID,33870.0,2024-06-03 22:10:26
2610,7000002900,1000002900,20240504,GATEWAY,PAID,54488.4,2024-05-04 14:04:02
2611,7000002901,1000002901,20240704,GATEWAY,PAID,67677.48,2024-07-04 20:09:25
2612,7000002902,1000002902,20250329,GATEWAY,PAID,25729.2,2025-03-29 15:02:54
2613,7000002903,1000002903,20241007,CASH,PAID,30492.0,2024-10-07 12:11:27
2614,7000002904,1000002904,20250126,TRANSFER,PAID,35574.0,2025-01-26 16:08:48
2615,7000002905,1000002905,20240414,TRANSFER,PAID,28720.56,2024-04-14 05:17:47
2616,7000002906,1000002906,20240822,CARD,PAID,65877.0,2024-08-22 16:53:52
2617,7000002907,1000002907,20240826,CASH,PAID,47716.35,2024-08-26 22:39:24
2618,7000002908,1000002908,20241013,TRANSFER,PAID,36300.0,2024-10-13 06:10:39
2619,7000002909,1000002909,20250313,CARD,PAID,18150.0,2025-03-13 19:19:34
2620,7000002910,1000002910,20240912,CARD,PAID,49416.0,2024-09-12 01:05:35
2621,7000002911,1000002911,20240603,CARD,PAID,43560.0,2024-06-03 05:09:00
2622,7000002912,1000002912,20241028,TRANSFER,PAID,13794.0,2024-10-28 14:54:37
2623,7000002914,1000002914,20240315,CASH,PAID,13068.0,2024-03-15 21:17:28
2624,7000002915,1000002915,20240325,CASH,REFUNDED,17787.0,2024-03-25 15:48:46
2625,7000002916,1000002916,20240724,CASH,PAID,51110.4,2024-07-24 19:20:04
2626,7000002917,1000002917,20250708,CARD,PAID,83601.0,2025-07-08 06:44:44
2627,7000002918,1000002918,20240131,CARD,PAID,29040.0,2024-01-31 03:37:58
2628,7000002919,1000002919,20240218,CARD,PAID,17242.5,2024-02-18 00:33:49
2629,7000002920,1000002920,20250311,CARD,PAID,33570.0,2025-03-11 08:19:04
2630,7000002921,1000002921,20240807,CASH,PAID,13794.0,2024-08-07 10:48:32
2631,7000002922,1000002922,20250224,CARD,PAID,57646.5,2025-02-24 11:01:44
2632,7000002923,1000002923,20250428,CARD,PAID,54450.0,2025-04-28 03:47:57
2633,7000002924,1000002924,20250613,GATEWAY,PAID,29893.05,2025-06-13 08:44:18
2634,7000002925,1000002925,20240124,CARD,PAID,29403.0,2024-01-24 01:12:44
2635,7000002926,1000002926,20240201,GATEWAY,PAID,40404.0,2024-02-01 02:05:39
2636,7000002927,1000002927,20241011,CARD,PAID,110997.9,2024-10-11 19:26:23
2637,7000002928,1000002928,20240613,CASH,PAID,27036.24,2024-06-13 06:48:09
2638,7000002929,1000002929,20240312,CASH,PAID,49005.0,2024-03-12 13:42:28
2639,7000002930,1000002930,20250329,CARD,REFUNDED,37243.8,2025-03-29 05:19:30
2640,7000002931,1000002931,20250203,CASH,PAID,15972.0,2025-02-03 10:33:45
2641,7000002932,1000002932,20250409,GATEWAY,PAID,18987.0,2025-04-09 20:44:36
2642,7000002933,1000002933,20250516,GATEWAY,PAID,44941.5,2025-05-16 13:57:53
2643,7000002934,1000002934,20250405,CARD,PAID,89597.47,2025-04-05 20:24:05
2644,7000002935,1000002935,20241206,GATEWAY,REFUNDED,30603.0,2024-12-06 08:25:30
2645,7000002936,1000002936,20240515,GATEWAY,PAID,39315.0,2024-05-15 10:46:21
2646,7000002937,1000002937,20250222,CASH,PAID,14941.08,2025-02-22 05:16:55
2647,7000002938,1000002938,20241117,CASH,PAID,48024.9,2024-11-17 10:38:43
2648,7000002939,1000002939,20240903,CARD,PAID,49005.0,2024-09-03 15:54:48
2649,7000002940,1000002940,20240926,GATEWAY,PAID,26813.28,2024-09-26 23:10:15
2650,7000002941,1000002941,20250611,GATEWAY,PAID,14229.6,2025-06-11 23:38:34
2651,7000002942,1000002942,20240225,CARD,PAID,31082.16,2024-02-25 16:16:33
2652,7000002943,1000002943,20241005,GATEWAY,PAID,35884.65,2024-10-05 17:40:38
2653,7000002944,1000002944,20240131,TRANSFER,PAID,16335.0,2024-01-31 20:42:19
2654,7000002946,1000002946,20240716,CARD,PAID,46720.2,2024-07-16 17:19:46
2655,7000002947,1000002947,20250701,TRANSFER,PAID,39131.4,2025-07-01 22:27:11
2656,7000002948,1000002948,20250124,TRANSFER,PAID,16335.0,2025-01-24 08:52:02
2657,7000002949,1000002949,20250926,CARD,PAID,84942.0,2025-09-26 16:24:34
2658,7000002950,1000002950,20250625,CARD,PAID,44351.1,2025-06-25 10:07:17
2659,7000002951,1000002951,20240810,GATEWAY,PAID,49005.0,2024-08-10 13:45:14
2660,7000002952,1000002952,20241030,GATEWAY,PAID,80767.5,2024-10-30 07:19:00
2661,7000002953,1000002953,20250927,GATEWAY,PAID,36837.0,2025-09-27 10:57:11
2662,7000002954,1000002954,20240904,CARD,PAID,13068.0,2024-09-04 00:50:05
2663,7000002955,1000002955,20240825,GATEWAY,PAID,28788.0,2024-08-25 16:15:52
2664,7000002956,1000002956,20250223,CASH,REFUNDED,34485.0,2025-02-23 14:09:22
2665,7000002957,1000002957,20240309,CARD,PAID,19650.0,2024-03-09 14:15:50
2666,7000002958,1000002958,20240910,CASH,PAID,49803.6,2024-09-10 18:41:47
2667,7000002959,1000002959,20250616,TRANSFER,PAID,13794.0,2025-06-16 13:07:11
2668,7000002960,1000002960,20250831,GATEWAY,PAID,19050.0,2025-08-31 21:39:32
2669,7000002961,1000002961,20250915,CASH,PAID,41382.0,2025-09-15 15:52:26
2670,7000002962,1000002962,20240206,GATEWAY,PAID,36474.0,2024-02-06 01:22:59
2671,7000002963,1000002963,20240210,CARD,PAID,44721.6,2024-02-10 02:56:28
2672,7000002964,1000002964,20250423,CARD,PAID,15683.7,2025-04-23 16:09:07
2673,7000002965,1000002965,20250429,CARD,PAID,61848.75,2025-04-29 22:07:14
2674,7000002966,1000002966,20240110,CARD,PAID,54450.0,2024-01-10 23:14:19
2675,7000002967,1000002967,20240204,CASH,PAID,17242.5,2024-02-04 01:44:48
2676,7000002968,1000002968,20250802,CARD,PAID,48024.9,2025-08-02 15:23:27
2677,7000002969,1000002969,20240911,CARD,REFUNDED,67629.0,2024-09-11 02:18:15
2678,7000002970,1000002970,20250922,GATEWAY,PAID,58072.5,2025-09-22 10:32:19
2679,7000002971,1000002971,20250511,CARD,PAID,18142.5,2025-05-11 12:24:48
2680,7000002972,1000002972,20250525,CARD,PAID,13068.0,2025-05-25 22:45:57
2681,7000002973,1000002973,20250614,GATEWAY,PAID,20166.75,2025-06-14 16:39:55
2682,7000002974,1000002974,20250206,CARD,PAID,52627.5,2025-02-06 01:46:21
2683,7000002975,1000002975,20241117,CARD,PAID,53227.5,2024-11-17 08:10:47
2684,7000002976,1000002976,20250629,CARD,PAID,18142.5,2025-06-29 07:08:19
2685,7000002977,1000002977,20250421,TRANSFER,PAID,27588.0,2025-04-21 02:29:37
2686,7000002978,1000002978,20240210,CARD,REFUNDED,36183.6,2024-02-10 05:05:55
2687,7000002979,1000002979,20240903,GATEWAY,PAID,29949.6,2024-09-03 13:33:19
2688,7000002980,1000002980,20240104,GATEWAY,PAID,42582.0,2024-01-04 14:17:00
2689,7000002981,1000002981,20250811,CASH,PAID,29403.0,2025-08-11 01:41:27
2690,7000002982,1000002982,20240605,CARD,PAID,13706.64,2024-06-05 06:54:56
2691,7000002983,1000002983,20250916,CASH,PAID,53905.5,2025-09-16 05:33:39
2692,7000002984,1000002984,20240620,CASH,PAID,41382.0,2024-06-20 00:07:38
2693,7000002988,1000002988,20240215,GATEWAY,PAID,33870.0,2024-02-15 00:35:48
2694,7000002990,1000002990,20240709,GATEWAY,PAID,42688.8,2024-07-09 03:45:37
2695,7000002991,1000002991,20241026,CARD,PAID,77591.25,2024-10-26 07:14:18
2696,7000002992,1000002992,20241221,GATEWAY,PAID,58408.8,2024-12-21 13:27:17
2697,7000002993,1000002993,20241008,GATEWAY,PAID,36300.0,2024-10-08 03:48:22
2698,7000002994,1000002994,20240524,GATEWAY,PAID,40704.0,2024-05-24 09:10:35
2699,7000002995,1000002995,20240812,CARD,REFUNDED,37500.0,2024-08-12 10:21:00
2700,7000002996,1000002996,20240508,CARD,PAID,45012.0,2024-05-08 21:07:25
2701,7000002997,1000002997,20240401,GATEWAY,PAID,37500.0,2024-04-01 23:10:08
2702,7000002998,1000002998,20240308,GATEWAY,PAID,82875.0,2024-03-08 17:16:08
2703,7000002999,1000002999,20240129,CASH,PAID,44812.35,2024-01-29 18:35:53
2704,7000003000,1000003000,20240915,GATEWAY,PAID,14694.0,2024-09-15 13:40:36
2705,7000003001,1000003001,20240217,TRANSFER,PAID,67518.0,2024-02-17 01:00:12
2706,7000003002,1000003002,20240514,CARD,PAID,65811.9,2024-05-14 20:11:31
2707,7000003003,1000003003,20240502,CARD,PAID,40404.0,2024-05-02 14:57:44
2708,7000003004,1000003004,20250809,CARD,PAID,41710.8,2025-08-09 20:49:56
2709,7000003005,1000003005,20250419,CARD,PAID,70170.0,2025-04-19 01:29:22
2710,7000003006,1000003006,20250702,CARD,PAID,40607.28,2025-07-02 09:07:32
2711,7000003007,1000003007,20250123,GATEWAY,PAID,30603.0,2025-01-23 17:10:32
2712,7000003008,1000003008,20240924,CARD,PAID,75518.28,2024-09-24 17:16:39
2713,7000003009,1000003009,20250812,CARD,PAID,14268.0,2025-08-12 18:41:29
2714,7000003010,1000003010,20240315,CARD,PAID,19576.35,2024-03-15 21:15:21
2715,7000003011,1000003011,20250207,CARD,PAID,42582.0,2025-02-07 02:30:02
2716,7000003012,1000003012,20240102,CARD,PAID,39204.0,2024-01-02 18:10:04
2717,7000003013,1000003013,20250228,CARD,PAID,19050.0,2025-02-28 20:02:09
2718,7000003014,1000003014,20240511,CASH,PAID,13721.4,2024-05-11 17:17:39
2719,7000003015,1000003015,20250427,CARD,PAID,52272.0,2025-04-27 13:12:04
2720,7000003016,1000003016,20241218,GATEWAY,PAID,81822.3,2024-12-18 11:24:12
2721,7000003017,1000003017,20250317,CARD,PAID,52990.5,2025-03-17 21:04:59
2722,7000003018,1000003018,20240211,CARD,PAID,44651.1,2024-02-11 20:47:26
2723,7000003019,1000003019,20240214,GATEWAY,PAID,74634.9,2024-02-14 21:50:47
2724,7000003021,1000003021,20250622,GATEWAY,PAID,47754.75,2025-06-22 13:51:06
2725,7000003024,1000003024,20240103,GATEWAY,PAID,16141.08,2024-01-03 21:33:55
2726,7000003025,1000003025,20250419,GATEWAY,PAID,28715.4,2025-04-19 01:59:56
2727,7000003026,1000003026,20250129,CASH,PAID,17242.5,2025-01-29 00:15:47
2728,7000003027,1000003027,20240420,CARD,PAID,39930.0,2024-04-20 02:07:21
2729,7000003028,1000003028,20240422,CARD,REFUNDED,44651.1,2024-04-22 04:16:42
2730,7000003029,1000003029,20250427,CASH,PAID,34485.0,2025-04-27 18:52:21
2731,7000003030,1000003030,20250602,CARD,PAID,74952.0,2025-06-02 23:45:59
2732,7000003031,1000003031,20241213,GATEWAY,PAID,50205.0,2024-12-13 22:39:24
2733,7000003032,1000003032,20241028,CARD,PAID,32670.0,2024-10-28 19:27:03
2734,7000003033,1000003033,20240510,CARD,PAID,80697.0,2024-05-10 22:21:23
2735,7000003034,1000003034,20240804,GATEWAY,PAID,44823.0,2024-08-04 01:25:17
2736,7000003035,1000003035,20241205,CARD,PAID,42979.2,2024-12-05 19:58:43
2737,7000003036,1000003036,20250624,GATEWAY,PAID,64425.0,2025-06-24 09:20:34
2738,7000003037,1000003037,20250520,CASH,PAID,29040.0,2025-05-20 22:31:34
2739,7000003038,1000003038,20250325,GATEWAY,PAID,106124.62,2025-03-25 02:24:41
2740,7000003039,1000003039,20250524,CASH,PAID,36209.25,2025-05-24 13:59:43
2741,7000003040,1000003040,20250701,GATEWAY,PAID,71323.05,2025-07-01 13:18:15
2742,7000003041,1000003041,20240626,TRANSFER,PAID,38419.92,2024-06-26 23:12:58
2743,7000003042,1000003042,20240228,CASH,PAID,41382.0,2024-02-28 20:23:11
2744,7000003043,1000003043,20250626,TRANSFER,PAID,64853.58,2025-06-26 16:48:12
2745,7000003044,1000003044,20241211,CARD,PAID,103711.2,2024-12-11 11:14:57
2746,7000003045,1000003045,20241004,CARD,REFUNDED,35203.5,2024-10-04 08:07:41
2747,7000003046,1000003046,20240102,CARD,PAID,58697.1,2024-01-02 14:38:02
2748,7000003047,1000003047,20241024,TRANSFER,PAID,31944.0,2024-10-24 12:59:07
2749,7000003048,1000003048,20241107,CASH,PAID,54450.0,2024-11-07 01:39:06
2750,7000003049,1000003049,20240823,CARD,PAID,60475.8,2024-08-23 06:09:21
2751,7000003050,1000003050,20250825,GATEWAY,PAID,31082.16,2025-08-25 14:25:05
2752,7000003051,1000003051,20250830,CARD,PAID,69514.5,2025-08-30 00:36:55
2753,7000003052,1000003052,20250707,CARD,PAID,17787.0,2025-07-07 11:49:13
2754,7000003053,1000003053,20250916,GATEWAY,PAID,16441.08,2025-09-16 17:48:16
2755,7000003054,1000003054,20241211,CARD,PAID,37243.8,2024-12-11 04:00:22
2756,7000003055,1000003055,20240917,GATEWAY,PAID,93819.45,2024-09-17 06:19:25
2757,7000003056,1000003056,20250409,GATEWAY,PAID,55950.0,2025-04-09 02:29:44
2758,7000003057,1000003057,20250219,CARD,PAID,34485.0,2025-02-19 12:59:27
2759,7000003058,1000003058,20240215,CARD,PAID,15420.0,2024-02-15 05:52:13
2760,7000003059,1000003059,20240823,CARD,PAID,42688.8,2024-08-23 09:42:10
2761,7000003060,1000003060,20250906,CARD,PAID,28967.4,2025-09-06 09:02:15
2762,7000003061,1000003061,20240214,TRANSFER,PAID,50094.0,2024-02-14 06:38:19
2763,7000003062,1000003062,20250409,GATEWAY,PAID,27336.0,2025-04-09 23:04:43
2764,7000003063,1000003063,20240126,GATEWAY,PAID,35685.0,2024-01-26 07:33:54
2765,7000003064,1000003064,20250906,GATEWAY,PAID,17172.0,2025-09-06 00:14:54
