sales_order_sk,id_order,id_date,customer_sk,channel_sk,store_sk,shipping_location_sk,total_amount,subtotal,tax_amount,shipping_fee
891,1000001042,20240125,370,1,,2206,50703.6,41160.0,8643.6,900.0
892,1000001043,20250218,1206,1,,1561,29649.6,23760.0,4989.6,900.0
893,1000001044,20250210,104,2,2.0,2,35574.0,29400.0,6174.0,0.0
894,1000001045,20240915,1356,2,2.0,2,58007.4,47940.0,10067.4,0.0
895,1000001046,20250311,1059,1,,1792,74547.78,60618.0,12729.78,1200.0
896,1000001047,20250905,642,1,,2949,38743.8,30780.0,6463.8,1500.0
897,1000001048,20240206,138,1,,644,65025.0,52500.0,11025.0,1500.0
898,1000001049,20240417,484,2,4.0,4,43560.0,36000.0,7560.0,0.0
899,1000001050,20240912,888,1,,2938,32805.12,25872.0,5433.12,1500.0
900,1000001053,20250211,1072,2,4.0,4,29040.0,24000.0,5040.0,0.0
901,1000001054,20250826,417,1,,2694,24722.4,19440.0,4082.4,1200.0
902,1000001055,20240802,642,1,,1470,29867.4,23940.0,5027.4,900.0
903,1000001056,20250918,1047,1,,983,86248.8,71280.0,14968.8,0.0
904,1000001057,20240130,1412,1,,924,37709.25,29925.0,6284.25,1500.0
905,1000001059,20240201,1215,2,1.0,1,107756.55,89055.0,18701.55,0.0
906,1000001060,20241021,649,2,1.0,1,19057.5,15750.0,3307.5,0.0
907,1000001062,20250523,315,1,,35,14694.0,11400.0,2394.0,900.0
908,1000001063,20240614,1076,2,4.0,4,34666.5,28650.0,6016.5,0.0
909,1000001064,20240221,1245,2,1.0,1,13068.0,10800.0,2268.0,0.0
910,1000001067,20240503,958,1,,1505,29940.0,24000.0,5040.0,900.0
911,1000001069,20250312,800,1,,944,37500.0,30000.0,6300.0,1200.0
912,1000001070,20250330,1427,2,1.0,1,51001.5,42150.0,8851.5,0.0
913,1000001071,20240707,1379,1,,1257,36774.0,29400.0,6174.0,1200.0
914,1000001074,20240210,447,2,3.0,3,59895.0,49500.0,10395.0,0.0
915,1000001075,20250110,1351,1,,2665,52655.25,42525.0,8930.25,1200.0
916,1000001076,20240602,161,1,,2380,18442.5,14250.0,2992.5,1200.0
917,1000001077,20241121,545,1,,278,91403.4,75540.0,15863.4,0.0
918,1000001078,20250211,1248,1,,2074,31936.5,25650.0,5386.5,900.0
919,1000001080,20241216,397,1,,280,14268.0,10800.0,2268.0,1200.0
920,1000001081,20240113,1015,1,,1227,52165.2,42120.0,8845.2,1200.0
921,1000001083,20240201,23,1,,1022,30249.6,23760.0,4989.6,1500.0
922,1000001084,20241008,1029,1,,888,52627.5,42750.0,8977.5,900.0
923,1000001085,20240220,819,1,,505,49116.0,39600.0,8316.0,1200.0
924,1000001086,20240429,494,1,,2750,64788.0,52800.0,11088.0,900.0
925,1000001087,20250823,1406,2,1.0,1,29040.0,24000.0,5040.0,0.0
926,1000001089,20250921,1234,1,,86,13614.6,10260.0,2154.6,1200.0
927,1000001090,20250914,520,1,,2296,42282.0,34200.0,7182.0,900.0
928,1000001091,20241011,810,2,2.0,2,31036.5,25650.0,5386.5,0.0
929,1000001092,20241219,468,1,,1806,31992.0,25200.0,5292.0,1500.0
930,1000001093,20250327,1331,2,3.0,3,56918.4,47040.0,9878.4,0.0
931,1000001095,20250330,39,1,,2730,15720.0,12000.0,2520.0,1200.0
932,1000001097,20240418,276,2,3.0,3,18150.0,15000.0,3150.0,0.0
933,1000001098,20240720,1054,1,,715,76857.75,62775.0,13182.75,900.0
934,1000001099,20250610,690,2,2.0,2,13794.0,11400.0,2394.0,0.0
935,1000001100,20250719,828,1,,202,27588.0,22800.0,4788.0,0.0
936,1000001101,20240329,302,2,4.0,4,117757.2,97320.0,20437.2,0.0
937,1000001102,20240707,604,1,,2495,14006.64,10584.0,2222.64,1200.0
938,1000001103,20240206,298,1,,1875,16552.56,12936.0,2716.56,900.0
939,1000001104,20250702,887,2,3.0,3,17787.0,14700.0,3087.0,0.0
940,1000001105,20241206,1083,1,,2257,32670.0,27000.0,5670.0,0.0
941,1000001106,20241103,859,1,,2620,55350.0,45000.0,9450.0,900.0
942,1000001107,20240824,220,2,4.0,4,47916.0,39600.0,8316.0,0.0
943,1000001109,20240803,547,1,,1603,30240.0,24000.0,5040.0,1200.0
944,1000001110,20240725,1127,2,2.0,2,64817.28,53568.0,11249.28,0.0
945,1000001112,20250723,771,2,3.0,3,18104.62,14962.5,3142.12,0.0
946,1000001114,20250422,447,1,,2974,59161.5,48150.0,10111.5,900.0
947,1000001115,20240605,158,2,3.0,3,39131.4,32340.0,6791.4,0.0
948,1000001116,20250806,1169,1,,830,49116.0,39600.0,8316.0,1200.0
949,1000001117,20250614,1010,2,4.0,4,27588.0,22800.0,4788.0,0.0
950,1000001118,20250128,758,2,1.0,1,13721.4,11340.0,2381.4,0.0
951,1000001119,20240216,974,2,2.0,2,35574.0,29400.0,6174.0,0.0
952,1000001120,20250518,978,2,2.0,2,45738.0,37800.0,7938.0,0.0
953,1000001121,20240313,447,2,4.0,4,31944.0,26400.0,5544.0,0.0
954,1000001122,20240822,660,1,,1541,29475.6,24360.0,5115.6,0.0
955,1000001123,20241010,918,2,3.0,3,15652.56,12936.0,2716.56,0.0
956,1000001124,20250418,1015,1,,2597,46023.24,37044.0,7779.24,1200.0
957,1000001125,20250803,641,1,,221,19050.0,15000.0,3150.0,900.0
958,1000001126,20241117,1184,1,,83,45723.24,37044.0,7779.24,900.0
959,1000001127,20241011,1355,1,,2876,43560.0,36000.0,7560.0,0.0
960,1000001128,20241026,1399,2,3.0,3,26136.0,21600.0,4536.0,0.0
961,1000001129,20241005,333,2,1.0,1,60025.68,49608.0,10417.68,0.0
962,1000001130,20250913,214,2,1.0,1,28459.2,23520.0,4939.2,0.0
963,1000001131,20250326,1010,2,3.0,3,18966.75,15675.0,3291.75,0.0
964,1000001133,20250520,232,1,,1836,29882.16,24696.0,5186.16,0.0
965,1000001134,20250928,545,1,,374,58672.5,47250.0,9922.5,1500.0
966,1000001135,20240413,414,1,,1637,17787.0,14700.0,3087.0,0.0
967,1000001136,20241114,14,1,,3109,18150.0,15000.0,3150.0,0.0
968,1000001137,20250618,1059,1,,321,36774.0,29400.0,6174.0,1200.0
969,1000001138,20240914,1008,1,,1760,50205.0,40500.0,8505.0,1200.0
970,1000001139,20240803,1470,1,,2090,36483.6,29160.0,6123.6,1200.0
971,1000001140,20250103,146,1,,1644,40404.0,32400.0,6804.0,1200.0
972,1000001141,20250625,365,1,,519,31692.0,25200.0,5292.0,1200.0
973,1000001142,20250209,1098,2,2.0,2,39204.0,32400.0,6804.0,0.0
974,1000001143,20250818,1146,1,,34,42282.0,34200.0,7182.0,900.0
975,1000001144,20250705,1109,2,1.0,1,45520.2,37620.0,7900.2,0.0
976,1000001145,20250912,308,2,1.0,1,57172.5,47250.0,9922.5,0.0
977,1000001146,20250726,578,2,1.0,1,57172.5,47250.0,9922.5,0.0
978,1000001148,20250129,110,1,,519,56656.8,46080.0,9676.8,900.0
979,1000001149,20241129,427,1,,2616,59897.1,48510.0,10187.1,1200.0
980,1000001150,20240419,695,1,,1220,33668.25,27825.0,5843.25,0.0
981,1000001152,20241003,776,1,,435,32916.6,26460.0,5556.6,900.0
982,1000001153,20240227,1278,1,,22,39319.92,31752.0,6667.92,900.0
983,1000001154,20241231,297,1,,2639,57529.05,46305.0,9724.05,1500.0
984,1000001155,20240522,1455,2,3.0,3,39204.0,32400.0,6804.0,0.0
985,1000001156,20241009,728,1,,494,126135.0,103500.0,21735.0,900.0
986,1000001158,20240717,1071,2,3.0,3,45738.0,37800.0,7938.0,0.0
987,1000001159,20250823,880,1,,2296,27588.0,22800.0,4788.0,0.0
988,1000001160,20240415,77,1,,2516,41382.0,34200.0,7182.0,0.0
989,1000001161,20240419,1138,1,,709,44324.4,35640.0,7484.4,1200.0
990,1000001162,20250318,1500,2,3.0,3,29040.0,24000.0,5040.0,0.0
991,1000001164,20240118,598,2,4.0,4,14520.0,12000.0,2520.0,0.0
992,1000001166,20241216,936,1,,1671,31246.8,25080.0,5266.8,900.0
993,1000001167,20240716,244,1,,2524,112578.0,91800.0,19278.0,1500.0
994,1000001168,20250219,1360,1,,1257,15720.0,12000.0,2520.0,1200.0
995,1000001169,20240412,449,1,,1348,44760.0,36000.0,7560.0,1200.0
996,1000001170,20240807,659,2,4.0,4,43560.0,36000.0,7560.0,0.0
997,1000001172,20250622,136,1,,1128,73700.7,59670.0,12530.7,1500.0
998,1000001173,20250717,1171,2,2.0,2,29882.16,24696.0,5186.16,0.0
999,1000001174,20250113,171,1,,2280,40104.0,32400.0,6804.0,900.0
1000,1000001176,20250527,333,1,,2468,99391.5,81150.0,17041.5,1200.0
1001,1000001177,20240913,1466,1,,964,55650.0,45000.0,9450.0,1200.0
1002,1000001178,20240302,336,1,,520,88209.0,72900.0,15309.0,0.0
1003,1000001179,20250621,1296,1,,1490,47754.75,38475.0,8079.75,1200.0
1004,1000001180,20240820,514,1,,2014,38419.92,31752.0,6667.92,0.0
1005,1000001181,20250215,951,1,,2522,19350.0,15000.0,3150.0,1200.0
1006,1000001182,20240910,1126,2,1.0,1,49005.0,40500.0,8505.0,0.0
1007,1000001183,20240705,802,1,,1242,86142.0,70200.0,14742.0,1200.0
1008,1000001184,20250326,1382,1,,2705,35985.0,28500.0,5985.0,1500.0
1009,1000001185,20241115,1142,2,1.0,1,34485.0,28500.0,5985.0,0.0
1010,1000001186,20240202,1408,2,2.0,2,68970.0,57000.0,11970.0,0.0
1011,1000001187,20250303,61,1,,1777,15729.6,11760.0,2469.6,1500.0
1012,1000001188,20250806,239,1,,1942,83301.0,68100.0,14301.0,900.0
1013,1000001189,20240504,304,2,3.0,3,32670.0,27000.0,5670.0,0.0
1014,1000001190,20240422,133,1,,1624,41382.0,34200.0,7182.0,0.0
1015,1000001191,20250125,1280,1,,3053,26136.0,21600.0,4536.0,0.0
1016,1000001192,20250123,687,1,,2000,40704.0,32400.0,6804.0,1500.0
1017,1000001193,20240923,577,2,1.0,1,83490.0,69000.0,14490.0,0.0
1018,1000001194,20240412,1414,1,,644,57174.6,46260.0,9714.6,1200.0
1019,1000001195,20240526,286,1,,425,14374.8,11880.0,2494.8,0.0
1020,1000001197,20250312,775,2,2.0,2,38419.92,31752.0,6667.92,0.0
1021,1000001199,20241211,822,1,,1421,36774.0,29400.0,6174.0,1200.0
1022,1000001202,20250729,779,2,4.0,4,51727.5,42750.0,8977.5,0.0
1023,1000001203,20241103,1317,2,1.0,1,47916.0,39600.0,8316.0,0.0
1024,1000001205,20250820,1315,1,,591,27336.0,21600.0,4536.0,1200.0
1025,1000001207,20240728,633,1,,254,56874.6,46260.0,9714.6,900.0
1026,1000001208,20240128,187,1,,2675,44188.8,35280.0,7408.8,1500.0
1027,1000001209,20241118,1443,1,,1128,18442.5,14250.0,2992.5,1200.0
1028,1000001210,20250618,1225,1,,2762,30467.4,23940.0,5027.4,1500.0
1029,1000001212,20240317,193,2,4.0,4,64359.9,53190.0,11169.9,0.0
1030,1000001213,20240224,184,1,,2098,33507.0,26700.0,5607.0,1200.0
1031,1000001214,20240412,1356,1,,805,18150.0,15000.0,3150.0,0.0
1032,1000001215,20250928,167,2,3.0,3,13721.4,11340.0,2381.4,0.0
1033,1000001216,20240704,215,1,,3150,49905.0,40500.0,8505.0,900.0
1034,1000001217,20250521,416,2,1.0,1,44823.24,37044.0,7779.24,0.0
1035,1000001218,20240919,1312,1,,3131,48924.9,39690.0,8334.9,900.0
1036,1000001219,20241005,352,2,2.0,2,14520.0,12000.0,2520.0,0.0
1037,1000001220,20250428,700,1,,1684,32916.6,26460.0,5556.6,900.0
1038,1000001222,20250402,529,1,,3048,53361.0,44100.0,9261.0,0.0
1039,1000001223,20250225,980,2,1.0,1,63343.5,52350.0,10993.5,0.0
1040,1000001224,20241124,825,1,,828,69289.2,56520.0,11869.2,900.0
1041,1000001225,20240227,470,2,2.0,2,80803.8,66780.0,14023.8,0.0
1042,1000001226,20241125,590,1,,2100,55405.5,44550.0,9355.5,1500.0
1043,1000001228,20240327,814,1,,1873,44651.1,35910.0,7541.1,1200.0
1044,1000001229,20240414,638,2,4.0,4,42688.8,35280.0,7408.8,0.0
1045,1000001230,20240328,747,1,,183,42664.2,34020.0,7144.2,1500.0
1046,1000001231,20250902,932,2,3.0,3,42688.8,35280.0,7408.8,0.0
1047,1000001232,20250902,541,1,,2798,60369.0,48900.0,10269.0,1200.0
1048,1000001233,20250117,517,1,,608,21065.7,16170.0,3395.7,1500.0
1049,1000001234,20240914,1119,1,,86,13968.0,10800.0,2268.0,900.0
1050,1000001235,20250315,549,1,,1341,31246.8,25080.0,5266.8,900.0
1051,1000001237,20250611,1293,1,,2748,44651.1,35910.0,7541.1,1200.0
1052,1000001239,20250831,460,2,4.0,4,28459.2,23520.0,4939.2,0.0
1053,1000001240,20240318,658,1,,402,37200.0,30000.0,6300.0,900.0
1054,1000001243,20250217,122,1,,2691,33371.4,26340.0,5531.4,1500.0
1055,1000001244,20240606,1413,2,4.0,4,82872.9,68490.0,14382.9,0.0
1056,1000001245,20250607,235,2,3.0,3,67082.4,55440.0,11642.4,0.0
1057,1000001246,20240621,880,1,,2213,43888.8,35280.0,7408.8,1200.0
1058,1000001247,20240628,1116,1,,404,39315.0,31500.0,6615.0,1200.0
1059,1000001248,20241013,920,1,,664,146494.38,120078.0,25216.38,1200.0
1060,1000001250,20240127,184,1,,1983,18987.0,14700.0,3087.0,1200.0
1061,1000001251,20241124,1401,1,,770,14229.6,11760.0,2469.6,0.0
1062,1000001252,20250527,1257,1,,593,15129.6,11760.0,2469.6,900.0
1063,1000001253,20240925,1360,1,,2745,14694.0,11400.0,2394.0,900.0
1064,1000001254,20240403,63,1,,1156,56929.05,46305.0,9724.05,900.0
1065,1000001255,20250714,767,1,,996,79825.8,64980.0,13645.8,1200.0
1066,1000001256,20250114,677,1,,2278,14568.0,10800.0,2268.0,1500.0
1067,1000001257,20240607,446,1,,251,29475.6,24360.0,5115.6,0.0
1068,1000001258,20240709,15,1,,1016,29040.0,24000.0,5040.0,0.0
1069,1000001259,20240701,1207,1,,1827,42582.0,34200.0,7182.0,1200.0
1070,1000001260,20241012,721,2,1.0,1,28967.4,23940.0,5027.4,0.0
1071,1000001261,20240415,142,1,,2538,15129.6,11760.0,2469.6,900.0
1072,1000001262,20240725,570,1,,2768,27636.0,21600.0,4536.0,1500.0
1073,1000001264,20240422,1226,1,,705,19304.62,14962.5,3142.12,1200.0
1074,1000001265,20250924,165,1,,2244,44760.0,36000.0,7560.0,1200.0
1075,1000001267,20240710,293,1,,1906,55393.8,45780.0,9613.8,0.0
1076,1000001268,20250226,385,1,,746,14229.6,11760.0,2469.6,0.0
1077,1000001269,20240128,748,1,,1509,14306.64,10584.0,2222.64,1500.0
1078,1000001272,20240401,189,1,,2899,42064.2,34020.0,7144.2,900.0
1079,1000001273,20240124,1438,1,,1455,19050.0,15000.0,3150.0,900.0
1080,1000001275,20250527,889,1,,2357,31218.0,25800.0,5418.0,0.0
1081,1000001276,20250614,430,2,2.0,2,57441.12,47472.0,9969.12,0.0
1082,1000001277,20241111,998,1,,1197,53227.5,42750.0,8977.5,1500.0
1083,1000001280,20250327,44,1,,2973,44324.4,35640.0,7484.4,1200.0
1084,1000001281,20240208,892,1,,2925,76563.72,62532.0,13131.72,900.0
1085,1000001282,20240415,1360,1,,339,47754.75,38475.0,8079.75,1200.0
1086,1000001283,20240313,252,1,,2850,19350.0,15000.0,3150.0,1200.0
1087,1000001284,20250915,197,2,1.0,1,156816.0,129600.0,27216.0,0.0
1088,1000001285,20240514,342,2,2.0,2,16335.0,13500.0,2835.0,0.0
1089,1000001287,20250424,779,1,,3121,55650.0,45000.0,9450.0,1200.0
1090,1000001288,20240204,285,1,,2080,17472.0,13200.0,2772.0,1500.0
1091,1000001290,20250928,916,1,,992,36300.0,30000.0,6300.0,0.0
1092,1000001291,20240326,818,2,2.0,2,32670.0,27000.0,5670.0,0.0
1093,1000001292,20241128,826,1,,836,31392.0,25200.0,5292.0,900.0
1094,1000001293,20241220,1082,1,,2877,29359.2,23520.0,4939.2,900.0
1095,1000001294,20240319,999,1,,336,12806.64,10584.0,2222.64,0.0
1096,1000001295,20240516,488,1,,867,16441.08,12348.0,2593.08,1500.0
1097,1000001297,20240815,1092,2,2.0,2,14520.0,12000.0,2520.0,0.0
1098,1000001300,20250410,715,2,1.0,1,17242.5,14250.0,2992.5,0.0
1099,1000001301,20240616,180,1,,601,25022.4,19440.0,4082.4,1500.0
1100,1000001302,20250303,650,2,4.0,4,43124.4,35640.0,7484.4,0.0
1101,1000001303,20240323,208,1,,149,54261.0,44100.0,9261.0,900.0
1102,1000001304,20240221,1406,2,3.0,3,76273.56,63036.0,13237.56,0.0
1103,1000001305,20241013,353,1,,1922,19965.0,16500.0,3465.0,0.0
1104,1000001308,20240719,318,2,4.0,4,31036.5,25650.0,5386.5,0.0
1105,1000001309,20240430,1257,1,,1990,74190.75,60075.0,12615.75,1500.0
1106,1000001311,20240312,918,1,,1837,71859.24,58644.0,12315.24,900.0
1107,1000001312,20240329,800,2,2.0,2,13068.0,10800.0,2268.0,0.0
1108,1000001313,20240711,1152,1,,2073,54861.0,44100.0,9261.0,1500.0
1109,1000001314,20240830,1471,1,,1941,35985.0,28500.0,5985.0,1500.0
1110,1000001315,20250909,696,1,,2076,33570.0,27000.0,5670.0,900.0
1111,1000001316,20240706,945,2,1.0,1,35574.0,29400.0,6174.0,0.0
1112,1000001319,20240317,998,1,,3046,71704.2,58020.0,12184.2,1500.0
1113,1000001320,20240809,144,1,,198,19650.0,15000.0,3150.0,1500.0
1114,1000001321,20241229,683,1,,20,52627.5,42750.0,8977.5,900.0
1115,1000001322,20250410,937,1,,384,74293.68,60408.0,12685.68,1200.0
1116,1000001323,20240625,500,1,,2087,35685.0,28500.0,5985.0,1200.0
1117,1000001324,20240410,237,2,4.0,4,91693.8,75780.0,15913.8,0.0
1118,1000001325,20240814,1371,1,,867,33570.0,27000.0,5670.0,900.0
1119,1000001326,20250406,479,1,,3151,62031.54,50274.0,10557.54,1200.0
1120,1000001328,20240618,1148,2,1.0,1,57717.0,47700.0,10017.0,0.0
1121,1000001330,20250927,1266,2,2.0,2,13068.0,10800.0,2268.0,0.0
1122,1000001331,20240822,276,2,3.0,3,34485.0,28500.0,5985.0,0.0
1123,1000001332,20250716,174,2,2.0,2,65811.9,54390.0,11421.9,0.0
1124,1000001333,20250915,9,2,2.0,2,54450.0,45000.0,9450.0,0.0
1125,1000001334,20240627,326,1,,1585,12661.2,9720.0,2041.2,900.0
1126,1000001335,20250528,1213,2,2.0,2,25613.28,21168.0,4445.28,0.0
1127,1000001336,20250912,550,2,4.0,4,29882.16,24696.0,5186.16,0.0
1128,1000001337,20250201,837,2,2.0,2,29040.0,24000.0,5040.0,0.0
1129,1000001338,20240103,1303,2,1.0,1,46899.6,38760.0,8139.6,0.0
1130,1000001339,20250601,327,1,,2109,54805.5,44550.0,9355.5,900.0
1131,1000001341,20240124,942,1,,74,40404.0,32400.0,6804.0,1200.0
1132,1000001342,20250609,379,2,2.0,2,105088.5,86850.0,18238.5,0.0
1133,1000001343,20250223,186,1,,2778,15420.0,12000.0,2520.0,900.0
1134,1000001344,20250606,1264,1,,1252,43588.8,35280.0,7408.8,900.0
1135,1000001345,20250516,1327,2,1.0,1,15972.0,13200.0,2772.0,0.0
1136,1000001346,20250216,498,1,,1862,14994.0,11400.0,2394.0,1200.0
1137,1000001347,20241109,1439,1,,2315,16446.0,12600.0,2646.0,1200.0
1138,1000001348,20250515,545,2,2.0,2,49821.75,41175.0,8646.75,0.0
1139,1000001349,20250513,833,1,,1408,40404.0,32400.0,6804.0,1200.0
1140,1000001350,20240825,646,1,,1627,17535.0,13500.0,2835.0,1200.0
1141,1000001351,20240730,732,1,,783,27636.0,21600.0,4536.0,1500.0
1142,1000001352,20240629,213,1,,1845,65703.0,54300.0,11403.0,0.0
1143,1000001353,20250104,1365,2,3.0,3,42688.8,35280.0,7408.8,0.0
1144,1000001354,20241104,545,2,1.0,1,38419.92,31752.0,6667.92,0.0
1145,1000001356,20250426,641,2,1.0,1,38115.0,31500.0,6615.0,0.0
1146,1000001357,20250220,468,1,,466,71148.0,58800.0,12348.0,0.0
1147,1000001358,20241218,609,2,2.0,2,95915.49,79269.0,16646.49,0.0
1148,1000001361,20241204,506,1,,3017,40704.0,32400.0,6804.0,1500.0
1149,1000001363,20250810,1141,1,,26,39619.92,31752.0,6667.92,1200.0
1150,1000001364,20250405,1492,1,,1176,46638.0,37800.0,7938.0,900.0
1151,1000001366,20241130,1133,1,,1774,50006.64,40584.0,8522.64,900.0
1152,1000001368,20240117,692,1,,639,58672.5,47250.0,9922.5,1500.0
1153,1000001369,20250301,1176,1,,630,41382.0,34200.0,7182.0,0.0
1154,1000001370,20250420,188,1,,3012,40104.0,32400.0,6804.0,900.0
1155,1000001371,20250409,700,1,,2819,38443.8,30780.0,6463.8,1200.0
1156,1000001372,20250401,194,2,2.0,2,16335.0,13500.0,2835.0,0.0
1157,1000001375,20250321,337,1,,1493,70324.8,56880.0,11944.8,1500.0
1158,1000001376,20240805,218,2,2.0,2,12414.6,10260.0,2154.6,0.0
1159,1000001377,20240313,1456,1,,3134,42688.8,35280.0,7408.8,0.0
1160,1000001378,20240927,259,2,1.0,1,32670.0,27000.0,5670.0,0.0
1161,1000001379,20240708,279,2,4.0,4,25874.64,21384.0,4490.64,0.0
1162,1000001380,20250515,132,1,,2981,19866.75,15675.0,3291.75,900.0
1163,1000001381,20240219,1250,2,2.0,2,49005.0,40500.0,8505.0,0.0
1164,1000001382,20250620,1354,2,1.0,1,119245.5,98550.0,20695.5,0.0
1165,1000001384,20241006,995,2,2.0,2,56337.6,46560.0,9777.6,0.0
1166,1000001385,20241022,755,1,,719,15720.0,12000.0,2520.0,1200.0
1167,1000001386,20240731,964,1,,2943,19350.0,15000.0,3150.0,1200.0
1168,1000001387,20240724,147,1,,2771,14994.0,11400.0,2394.0,1200.0
1169,1000001388,20250214,1340,2,1.0,1,54754.92,45252.0,9502.92,0.0
1170,1000001389,20250430,544,1,,1615,13794.0,11400.0,2394.0,0.0
1171,1000001390,20250627,667,1,,2602,40104.0,32400.0,6804.0,900.0
1172,1000001392,20240612,1251,1,,1332,24722.4,19440.0,4082.4,1200.0
1173,1000001393,20240826,1187,1,,1951,30564.6,25260.0,5304.6,0.0
1174,1000001395,20241003,250,1,,3048,55213.88,44887.5,9426.38,900.0
1175,1000001396,20241222,618,1,,2635,16852.56,12936.0,2716.56,1200.0
1176,1000001397,20250713,1319,2,3.0,3,19057.5,15750.0,3307.5,0.0
1177,1000001398,20241108,5,2,2.0,2,51455.25,42525.0,8930.25,0.0
1178,1000001400,20250101,761,1,,2331,48054.75,38475.0,8079.75,1500.0
1179,1000001401,20241129,16,2,4.0,4,59604.6,49260.0,10344.6,0.0
1180,1000001402,20240727,261,1,,749,15129.6,11760.0,2469.6,900.0
1181,1000001403,20250802,18,1,,616,98764.8,80880.0,16984.8,900.0
1182,1000001404,20250712,1320,1,,2590,50205.0,40500.0,8505.0,1200.0
1183,1000001405,20240409,1010,1,,1340,18687.0,14700.0,3087.0,900.0
1184,1000001406,20240329,614,2,1.0,1,102583.8,84780.0,17803.8,0.0
1185,1000001407,20250425,1264,1,,1974,13068.0,10800.0,2268.0,0.0
1186,1000001408,20240825,1134,1,,930,31936.5,25650.0,5386.5,900.0
1187,1000001409,20250209,385,1,,690,52852.56,42936.0,9016.56,900.0
1188,1000001410,20240719,235,1,,1712,17835.0,13500.0,2835.0,1500.0
1189,1000001411,20241106,1388,1,,69,15841.08,12348.0,2593.08,900.0
1190,1000001412,20250621,398,1,,2715,43888.8,35280.0,7408.8,1200.0
1191,1000001413,20250713,774,1,,2703,17472.0,13200.0,2772.0,1500.0
1192,1000001414,20250604,833,1,,2930,18987.0,14700.0,3087.0,1200.0
1193,1000001415,20240118,195,2,2.0,2,34485.0,28500.0,5985.0,0.0
1194,1000001416,20241229,355,2,2.0,2,29040.0,24000.0,5040.0,0.0
1195,1000001419,20250127,1426,1,,676,38252.7,30870.0,6482.7,900.0
1196,1000001420,20240711,1226,1,,304,15294.0,11400.0,2394.0,1500.0
1197,1000001421,20241215,561,1,,2514,58100.25,47025.0,9875.25,1200.0
1198,1000001423,20240428,418,2,1.0,1,14520.0,12000.0,2520.0,0.0
1199,1000001424,20240511,1213,1,,835,50505.0,40500.0,8505.0,1500.0
1200,1000001425,20241119,600,2,3.0,3,30346.8,25080.0,5266.8,0.0
1201,1000001426,20240730,242,2,3.0,3,60984.0,50400.0,10584.0,0.0
1202,1000001427,20241002,341,2,1.0,1,43560.0,36000.0,7560.0,0.0
1203,1000001428,20250702,325,2,1.0,1,76847.1,63510.0,13337.1,0.0
1204,1000001429,20240208,104,1,,336,15429.6,11760.0,2469.6,1200.0
1205,1000001430,20241006,1125,2,1.0,1,49005.0,40500.0,8505.0,0.0
1206,1000001432,20250322,20,1,,1081,86414.25,70425.0,14789.25,1200.0
1207,1000001433,20250719,656,1,,2400,43560.0,36000.0,7560.0,0.0
1208,1000001434,20250928,319,2,3.0,3,61129.2,50520.0,10609.2,0.0
1209,1000001435,20240228,922,2,3.0,3,101549.25,83925.0,17624.25,0.0
1210,1000001436,20240403,868,2,1.0,1,27588.0,22800.0,4788.0,0.0
1211,1000001437,20240531,31,2,1.0,1,11761.2,9720.0,2041.2,0.0
1212,1000001438,20240108,890,2,4.0,4,54450.0,45000.0,9450.0,0.0
1213,1000001439,20250621,643,1,,2090,18687.0,14700.0,3087.0,900.0
1214,1000001440,20241112,1110,1,,2188,17235.0,13500.0,2835.0,900.0
1215,1000001441,20240917,1210,1,,2023,73618.5,59850.0,12568.5,1200.0
1216,1000001443,20240529,561,1,,412,72200.7,59670.0,12530.7,0.0
1217,1000001445,20241114,1219,2,3.0,3,45520.2,37620.0,7900.2,0.0
1218,1000001446,20240309,1246,2,3.0,3,44286.0,36600.0,7686.0,0.0
1219,1000001448,20241218,204,2,2.0,2,28459.2,23520.0,4939.2,0.0
1220,1000001449,20250429,116,2,3.0,3,15246.0,12600.0,2646.0,0.0
1221,1000001450,20240708,491,1,,3151,16746.0,12600.0,2646.0,1500.0
1222,1000001451,20250823,1281,1,,1391,99384.24,81144.0,17040.24,1200.0
1223,1000001452,20250428,384,2,2.0,2,100914.0,83400.0,17514.0,0.0
1224,1000001453,20250802,595,2,3.0,3,13794.0,11400.0,2394.0,0.0
1225,1000001454,20250224,185,1,,32,30748.2,24420.0,5128.2,1200.0
1226,1000001455,20250719,1329,1,,2560,50205.0,40500.0,8505.0,1200.0
1227,1000001456,20240120,458,2,4.0,4,64817.28,53568.0,11249.28,0.0
1228,1000001457,20240322,711,1,,1015,14568.0,10800.0,2268.0,1500.0
1229,1000001458,20240211,1169,1,,667,55350.0,45000.0,9450.0,900.0
1230,1000001459,20240612,1185,1,,1428,67329.0,54900.0,11529.0,900.0
1231,1000001461,20240217,941,2,1.0,1,29882.16,24696.0,5186.16,0.0
1232,1000001462,20240709,963,2,3.0,3,76484.1,63210.0,13274.1,0.0
1233,1000001463,20250207,642,1,,1058,59851.2,48720.0,10231.2,900.0
1234,1000001464,20240414,948,2,1.0,1,81791.16,67596.0,14195.16,0.0
1235,1000001465,20240510,1356,1,,2266,38743.8,30780.0,6463.8,1500.0
1236,1000001467,20240216,841,2,1.0,1,31036.5,25650.0,5386.5,0.0
1237,1000001468,20250814,1325,2,2.0,2,32307.0,26700.0,5607.0,0.0
1238,1000001469,20240104,703,1,,946,14268.0,10800.0,2268.0,1200.0
1239,1000001470,20240929,748,1,,1489,42064.2,34020.0,7144.2,900.0
