location_sk,id_location,address_line1,city,id_province,postal_code
596,1592,Calle 1832,Rafaela,3,7764
597,1593,Calle 7907,CABA,1,6407
598,1594,Calle 8054,Mar del Plata,1,5838
599,1595,Calle 4226,La Plata,1,3294
600,1596,Calle 3622,CABA,1,5771
601,1597,Calle 9301,Mendoza,4,8206
602,1598,Calle 2107,Mar del Plata,1,7295
603,1599,Calle 3468,Córdoba,2,1197
604,1600,Calle 8468,Mar del Plata,1,6639
605,1601,Calle 5150,Río Cuarto,2,8950
606,1602,Calle 2874,Santa Fe,3,2060
607,1603,Calle 3676,CABA,1,4226
608,1604,Calle 200,Mar del Plata,1,4318
609,1605,Calle 1620,Villa Carlos Paz,2,5447
610,1606,Calle 8811,San Rafael,4,9567
611,1607,Calle 2994,Mar del Plata,1,4741
612,1608,Calle 4355,Mar del Plata,1,4113
613,1609,Calle 8562,Mendoza,4,4728
614,1610,Calle 7820,Río Cuarto,2,6224
615,1611,Calle 7241,CABA,1,2636
616,1612,Calle 7983,Río Cuarto,2,8041
617,1613,Calle 3192,Villa Carlos Paz,2,1008
618,1614,Calle 4436,Rafaela,3,6384
619,1615,Calle 4910,La Plata,1,6589
620,1616,Calle 5060,Río Cuarto,2,3984
621,1617,Calle 7709,Mar del Plata,1,2074
622,1618,Calle 7262,Córdoba,2,4171
623,1619,Calle 5034,Rosario,3,9690
624,1620,Calle 9987,La Plata,1,6304
625,1621,Calle 2815,La Plata,1,6335
626,1622,Calle 9753,San Rafael,4,4747
627,1623,Calle 6076,La Plata,1,6798
628,1624,Calle 9229,La Plata,1,7620
629,1625,Calle 2293,Godoy Cruz,4,4313
630,1626,Calle 4830,Villa Carlos Paz,2,8004
631,1627,Calle 3268,Mar del Plata,1,5488
632,1628,Calle 5333,CABA,1,1753
633,1629,Calle 7980,Río Cuarto,2,1971
634,1630,Calle 4523,La Plata,1,5656
635,1631,Calle 1213,Mar del Plata,1,3486
636,1632,Calle 3277,Río Cuarto,2,5017
637,1633,Calle 4272,Río Cuarto,2,1358
638,1634,Calle 5144,Rosario,3,4016
639,1635,Calle 5935,La Plata,1,5183
640,1636,Calle 6731,Mar del Plata,1,1786
641,1637,Calle 6120,Mar del Plata,1,1525
642,1638,Calle 8828,Santa Fe,3,2099
643,1639,Calle 1841,Río Cuarto,2,8675
644,1640,Calle 7061,Rafaela,3,3493
645,1641,Calle 9425,Mar del Plata,1,1351
646,1642,Calle 6389,Córdoba,2,6281
647,1643,Calle 9575,CABA,1,4282
648,1644,Calle 9452,Rafaela,3,4377
649,1645,Calle 8740,CABA,1,9848
650,1646,Calle 5167,Godoy Cruz,4,4304
651,1647,Calle 3818,La Plata,1,3249
652,1648,Calle 417,La Plata,1,7232
653,1649,Calle 3255,La Plata,1,2521
654,1650,Calle 8463,Mar del Plata,1,2971
655,1651,Calle 5192,Villa Carlos Paz,2,2487
656,1652,Calle 8336,La Plata,1,1118
657,1653,Calle 1640,Santa Fe,3,2069
658,1654,Calle 4927,San Rafael,4,7384
659,1655,Calle 5297,La Plata,1,3905
660,1656,Calle 2552,Mar del Plata,1,1638
661,1657,Calle 4802,Córdoba,2,3580
662,1658,Calle 2481,Mar del Plata,1,6981
663,1659,Calle 8152,Rosario,3,7114
664,1660,Calle 424,Córdoba,2,1560
665,1661,Calle 8839,Mendoza,4,3591
666,1662,Calle 1510,CABA,1,8793
667,1663,Calle 7216,San Rafael,4,6102
668,1664,Calle 2101,La Plata,1,2579
669,1665,Calle 3216,Mar del Plata,1,3336
670,1666,Calle 1554,Río Cuarto,2,2724
671,1667,Calle 4934,CABA,1,9518
672,1668,Calle 2158,Villa Carlos Paz,2,3379
673,1669,Calle 787,Villa Carlos Paz,2,3342
674,1670,Calle 2653,Rosario,3,8877
675,1671,Calle 9457,Rosario,3,8425
676,1672,Calle 4577,CABA,1,6525
677,1673,Calle 8994,La Plata,1,6609
678,1674,Calle 6989,La Plata,1,2549
679,1675,Calle 1971,Mendoza,4,3069
680,1676,Calle 9066,La Plata,1,7513
681,1677,Calle 3635,Mar del Plata,1,9611
682,1678,Calle 8603,Río Cuarto,2,9838
683,1679,Calle 2733,Río Cuarto,2,3713
684,1680,Calle 2492,Rafaela,3,4312
685,1681,Calle 4858,La Plata,1,8807
686,1682,Calle 4916,Mar del Plata,1,6105
687,1683,Calle 9732,San Rafael,4,3298
688,1684,Calle 3973,CABA,1,7406
689,1685,Calle 1156,La Plata,1,7577
690,1686,Calle 2488,Río Cuarto,2,5513
691,1687,Calle 8530,CABA,1,8718
692,1688,Calle 2046,Villa Carlos Paz,2,3517
693,1689,Calle 5594,Rafaela,3,5185
694,1690,Calle 9585,Villa Carlos Paz,2,5769
695,1691,Calle 9885,CABA,1,9102
696,1692,Calle 1724,Mar del Plata,1,5123
697,1693,Calle 4117,Mar del Plata,1,2656
698,1694,Calle 3628,La Plata,1,2703
699,1695,Calle 6158,Río Cuarto,2,1689
700,1696,Calle 1616,Río Cuarto,2,4909
701,1697,Calle 9893,Río Cuarto,2,6690
702,1698,Calle 8565,Rafaela,3,1420
703,1699,Calle 5390,Córdoba,2,1464
704,1700,Calle 5876,Santa Fe,3,5074
705,1701,Calle 5317,CABA,1,3631
706,1702,Calle 5274,Río Cuarto,2,3818
707,1703,Calle 5764,Santa Fe,3,6186
708,1704,Calle 1482,Mar del Plata,1,9146
709,1705,Calle 4337,Rosario,3,6521
710,1706,Calle 2762,Rosario,3,4109
711,1707,Calle 9183,San Rafael,4,7520
712,1708,Calle 9798,CABA,1,3388
713,1709,Calle 2180,La Plata,1,2346
714,1710,Calle 669,Godoy Cruz,4,5485
715,1711,Calle 3588,Mar del Plata,1,4538
716,1712,Calle 341,CABA,1,7791
717,1713,Calle 3150,Río Cuarto,2,7342
718,1714,Calle 4319,Villa Carlos Paz,2,4845
719,1715,Calle 2204,CABA,1,9819
720,1716,Calle 7795,Mar del Plata,1,4732
721,1717,Calle 9078,Río Cuarto,2,1871
722,1718,Calle 9684,Villa Carlos Paz,2,1362
723,1719,Calle 943,Mar del Plata,1,2044
724,1720,Calle 4524,Mar del Plata,1,9041
725,1721,Calle 6493,Córdoba,2,6076
726,1722,Calle 5416,Villa Carlos Paz,2,3363
727,1723,Calle 5153,San Rafael,4,6871
728,1724,Calle 1043,Rosario,3,4188
729,1725,Calle 2970,Mendoza,4,2957
730,1726,Calle 9405,La Plata,1,7677
731,1727,Calle 5625,Córdoba,2,6818
732,1728,Calle 8187,Villa Carlos Paz,2,7576
733,1729,Calle 1337,Mar del Plata,1,9583
734,1730,Calle 998,Mar del Plata,1,2564
735,1731,Calle 207,Mar del Plata,1,6017
736,1732,Calle 9231,Rafaela,3,4088
737,1733,Calle 5657,CABA,1,7130
738,1734,Calle 2909,Rafaela,3,1497
739,1735,Calle 5107,Mendoza,4,3955
740,1736,Calle 8154,CABA,1,6527
741,1737,Calle 6371,San Rafael,4,6543
742,1738,Calle 8041,CABA,1,6870
743,1739,Calle 9686,Godoy Cruz,4,6251
744,1740,Calle 8716,Río Cuarto,2,5629
745,1741,Calle 4800,CABA,1,8129
746,1742,Calle 8049,CABA,1,7370
747,1743,Calle 904,La Plata,1,2461
748,1744,Calle 9360,Rafaela,3,1785
749,1745,Calle 6307,La Plata,1,8107
750,1746,Calle 8336,CABA,1,4514
751,1747,Calle 3631,CABA,1,4335
752,1748,Calle 256,Mar del Plata,1,2905
753,1749,Calle 5420,CABA,1,7091
754,1750,Calle 9810,CABA,1,7927
755,1751,Calle 4467,Mar del Plata,1,7813
756,1752,Calle 7999,CABA,1,7479
757,1753,Calle 2112,Villa Carlos Paz,2,2155
758,1754,Calle 1090,La Plata,1,3742
759,1755,Calle 6525,San Rafael,4,5664
760,1756,Calle 6471,CABA,1,4289
761,1757,Calle 7684,CABA,1,4746
762,1758,Calle 1370,Rosario,3,8142
763,1759,Calle 7243,CABA,1,4447
764,1760,Calle 2503,CABA,1,6736
765,1761,Calle 925,Mar del Plata,1,5780
766,1762,Calle 3185,CABA,1,1414
767,1763,Calle 9858,CABA,1,3348
768,1764,Calle 1825,Mendoza,4,9487
769,1765,Calle 2784,Mar del Plata,1,1629
770,1766,Calle 3829,San Rafael,4,1957
771,1767,Calle 3679,Rosario,3,1324
772,1768,Calle 6326,San Rafael,4,8367
773,1769,Calle 4097,Río Cuarto,2,8850
774,1770,Calle 3668,La Plata,1,7364
775,1771,Calle 344,Santa Fe,3,1697
776,1772,Calle 3719,Mar del Plata,1,4409
777,1773,Calle 7547,La Plata,1,7364
778,1774,Calle 6536,La Plata,1,5030
779,1775,Calle 3189,Río Cuarto,2,8591
780,1776,Calle 6141,Santa Fe,3,7436
781,1777,Calle 7411,Mar del Plata,1,1833
782,1778,Calle 2568,Mar del Plata,1,3954
783,1779,Calle 6324,CABA,1,5478
784,1780,Calle 6585,Rafaela,3,7738
785,1781,Calle 2140,Mar del Plata,1,2590
786,1782,Calle 865,CABA,1,6844
787,1783,Calle 5040,Córdoba,2,8317
788,1784,Calle 4748,CABA,1,3490
789,1785,Calle 6713,Mar del Plata,1,5607
790,1786,Calle 2403,San Rafael,4,3221
791,1787,Calle 2793,La Plata,1,8224
792,1788,Calle 8058,CABA,1,6566
793,1789,Calle 2904,Rosario,3,7449
794,1790,Calle 3230,Mar del Plata,1,2361
795,1791,Calle 262,Villa Carlos Paz,2,3769
796,1792,Calle 8412,Rosario,3,9021
797,1793,Calle 3913,Mendoza,4,8355
798,1794,Calle 7506,La Plata,1,1514
799,1795,Calle 175,Rafaela,3,5959
800,1796,Calle 6227,La Plata,1,7146
801,1797,Calle 6956,Mar del Plata,1,3168
802,1798,Calle 3161,Río Cuarto,2,2364
803,1799,Calle 5221,Mendoza,4,3105
804,1800,Calle 6118,CABA,1,2431
805,1801,Calle 5590,CABA,1,8549
806,1802,Calle 1999,Rosario,3,4268
807,1803,Calle 1501,Mar del Plata,1,4444
808,1804,Calle 5250,Villa Carlos Paz,2,8799
809,1805,Calle 9920,Villa Carlos Paz,2,5719
810,1806,Calle 104,Mar del Plata,1,5313
811,1807,Calle 3103,Rafaela,3,4083
812,1808,Calle 2662,Rosario,3,7754
813,1809,Calle 6989,Córdoba,2,9692
814,1810,Calle 4124,Río Cuarto,2,2009
815,1811,Calle 990,Mar del Plata,1,8306
816,1812,Calle 1446,San Rafael,4,2079
817,1813,Calle 7386,Villa Carlos Paz,2,7069
818,1814,Calle 5136,La Plata,1,4737
819,1815,Calle 6714,La Plata,1,7606
820,1816,Calle 7409,Santa Fe,3,7874
821,1817,Calle 6250,Santa Fe,3,6991
822,1818,Calle 2831,Mar del Plata,1,4555
823,1819,Calle 2456,La Plata,1,1355
824,1820,Calle 9001,La Plata,1,8971
825,1821,Calle 7985,CABA,1,2736
826,1822,Calle 7811,San Rafael,4,4852
827,1823,Calle 6822,Mendoza,4,3598
828,1824,Calle 7029,Río Cuarto,2,9677
829,1825,Calle 2100,La Plata,1,2034
830,1826,Calle 4033,La Plata,1,6120
831,1827,Calle 5583,Rafaela,3,3082
832,1828,Calle 3751,Rafaela,3,5081
833,1829,Calle 5136,Córdoba,2,3430
834,1830,Calle 7581,La Plata,1,2096
835,1831,Calle 4526,CABA,1,1967
836,1832,Calle 51,Mar del Plata,1,3394
837,1833,Calle 5148,Godoy Cruz,4,4083
838,1834,Calle 3194,CABA,1,5066
839,1835,Calle 4886,CABA,1,5851
840,1836,Calle 6905,Mar del Plata,1,3418
841,1837,Calle 2572,Río Cuarto,2,2765
842,1838,Calle 9938,CABA,1,3105
843,1839,Calle 859,Mendoza,4,7042
844,1840,Calle 6145,Mar del Plata,1,6306
845,1841,Calle 566,Mar del Plata,1,1645
846,1842,Calle 2161,Mar del Plata,1,3292
847,1843,Calle 3851,CABA,1,6540
848,1844,Calle 8069,CABA,1,9596
849,1845,Calle 2540,Villa Carlos Paz,2,8348
850,1846,Calle 3726,La Plata,1,1859
851,1847,Calle 3589,CABA,1,9201
852,1848,Calle 6485,Mar del Plata,1,9064
853,1849,Calle 6799,Río Cuarto,2,4278
854,1850,Calle 8053,Mar del Plata,1,7031
855,1851,Calle 6508,Rosario,3,5610
856,1852,Calle 6364,Río Cuarto,2,6480
857,1853,Calle 6433,La Plata,1,8399
858,1854,Calle 8386,Mar del Plata,1,2846
859,1855,Calle 3369,CABA,1,4511
860,1856,Calle 3766,CABA,1,9373
861,1857,Calle 2965,CABA,1,7366
862,1858,Calle 9861,La Plata,1,5675
863,1859,Calle 5,CABA,1,1183
864,1860,Calle 7292,Godoy Cruz,4,2593
865,1861,Calle 3126,Mar del Plata,1,2246
866,1862,Calle 4874,CABA,1,3323
867,1863,Calle 1972,CABA,1,8807
868,1864,Calle 3848,CABA,1,5424
869,1865,Calle 1037,Villa Carlos Paz,2,4530
870,1866,Calle 490,La Plata,1,8630
871,1867,Calle 9450,CABA,1,5601
872,1868,Calle 4380,Córdoba,2,4081
873,1869,Calle 723,Córdoba,2,4793
874,1870,Calle 9799,CABA,1,9922
875,1871,Calle 9028,La Plata,1,6681
876,1872,Calle 6097,La Plata,1,3418
877,1873,Calle 5904,Villa Carlos Paz,2,3255
878,1874,Calle 7645,San Rafael,4,1700
879,1875,Calle 2377,Mar del Plata,1,3285
880,1876,Calle 1340,Santa Fe,3,9512
881,1877,Calle 9019,Villa Carlos Paz,2,6486
882,1878,Calle 6117,Mar del Plata,1,4589
883,1879,Calle 1744,Río Cuarto,2,3551
884,1880,Calle 1767,Río Cuarto,2,6022
885,1881,Calle 3429,Santa Fe,3,4129
886,1882,Calle 1984,La Plata,1,2098
887,1883,Calle 6913,CABA,1,1173
888,1884,Calle 3416,La Plata,1,1686
889,1885,Calle 5237,Godoy Cruz,4,8759
890,1886,Calle 6926,Rosario,3,9033
891,1887,Calle 1423,La Plata,1,2359
892,1888,Calle 1541,Río Cuarto,2,4954
893,1889,Calle 9055,La Plata,1,7727
894,1890,Calle 9723,CABA,1,2132
895,1891,Calle 9258,La Plata,1,5148
896,1892,Calle 2850,Villa Carlos Paz,2,1652
897,1893,Calle 1797,Villa Carlos Paz,2,4262
898,1894,Calle 6346,CABA,1,7172
899,1895,Calle 5572,CABA,1,4747
900,1896,Calle 1664,Rosario,3,1387
901,1897,Calle 7045,Mar del Plata,1,9904
902,1898,Calle 4570,CABA,1,2096
903,1899,Calle 5860,Mar del Plata,1,3253
904,1900,Calle 9346,CABA,1,8308
905,1901,Calle 7830,La Plata,1,7770
906,1902,Calle 3317,Córdoba,2,7401
907,1903,Calle 200,Mar del Plata,1,9692
908,1904,Calle 5236,CABA,1,4091
909,1905,Calle 1623,CABA,1,3393
910,1906,Calle 1115,Rosario,3,3698
911,1907,Calle 5927,Villa Carlos Paz,2,1977
912,1908,Calle 6466,La Plata,1,7402
913,1909,Calle 2087,Córdoba,2,3576
914,1910,Calle 8146,Villa Carlos Paz,2,7837
915,1911,Calle 2385,Río Cuarto,2,5544
916,1912,Calle 5595,Mar del Plata,1,6048
917,1913,Calle 9660,La Plata,1,8689
918,1914,Calle 5611,La Plata,1,5122
919,1915,Calle 9740,Godoy Cruz,4,6311
920,1916,Calle 5020,Villa Carlos Paz,2,5563
921,1917,Calle 3086,Río Cuarto,2,4112
922,1918,Calle 5262,Río Cuarto,2,2920
923,1919,Calle 9800,Córdoba,2,9142
924,1920,Calle 4436,La Plata,1,3397
925,1921,Calle 2039,Villa Carlos Paz,2,1053
926,1922,Calle 8111,La Plata,1,9374
927,1923,Calle 7008,CABA,1,8804
928,1924,Calle 2290,CABA,1,1892
929,1925,Calle 1761,Santa Fe,3,3087
930,1926,Calle 6935,San Rafael,4,1161
931,1927,Calle 4542,Mar del Plata,1,4776
932,1928,Calle 4371,Río Cuarto,2,3485
933,1929,Calle 3603,Villa Carlos Paz,2,9875
934,1930,Calle 9360,Mendoza,4,8966
935,1931,Calle 3621,La Plata,1,3843
936,1932,Calle 3913,CABA,1,7335
937,1933,Calle 1344,CABA,1,8250
938,1934,Calle 6229,Villa Carlos Paz,2,4360
939,1935,Calle 5609,Mar del Plata,1,9315
940,1936,Calle 3367,Rafaela,3,7187
941,1937,Calle 3571,Rosario,3,5491
942,1938,Calle 6217,Córdoba,2,4998
943,1939,Calle 6372,CABA,1,7241
944,1940,Calle 7297,Mar del Plata,1,5176
945,1941,Calle 4258,La Plata,1,4590
946,1942,Calle 595,Córdoba,2,4745
947,1943,Calle 1514,Córdoba,2,5102
948,1944,Calle 7424,La Plata,1,8141
949,1945,Calle 3754,Rosario,3,9528
950,1946,Calle 855,CABA,1,5722
951,1947,Calle 2752,La Plata,1,2262
952,1948,Calle 2929,Santa Fe,3,7044
953,1949,Calle 4025,CABA,1,5461
954,1950,Calle 8266,Rafaela,3,3736
955,1951,Calle 3964,CABA,1,8576
956,1952,Calle 1801,Mar del Plata,1,1692
957,1953,Calle 10,Mendoza,4,7471
958,1954,Calle 8603,La Plata,1,7638
959,1955,Calle 2735,La Plata,1,1596
960,1956,Calle 4890,La Plata,1,7268
961,1957,Calle 5154,CABA,1,4531
962,1958,Calle 7372,Rosario,3,5947
963,1959,Calle 3721,CABA,1,7541
964,1960,Calle 3354,Villa Carlos Paz,2,1841
965,1961,Calle 1660,San Rafael,4,6743
966,1962,Calle 7101,San Rafael,4,6812
967,1963,Calle 7856,Córdoba,2,4169
968,1964,Calle 182,Mendoza,4,1981
969,1965,Calle 8538,Mar del Plata,1,7609
970,1966,Calle 5685,Santa Fe,3,7028
971,1967,Calle 2021,Rafaela,3,9420
972,1968,Calle 9280,Río Cuarto,2,7191
973,1969,Calle 4377,Villa Carlos Paz,2,2526
974,1970,Calle 687,CABA,1,3178
975,1971,Calle 6842,CABA,1,4450
976,1972,Calle 614,Mendoza,4,2082
977,1973,Calle 8086,CABA,1,6615
978,1974,Calle 9455,Santa Fe,3,6349
979,1975,Calle 9663,Mar del Plata,1,5018
980,1976,Calle 7920,Santa Fe,3,9173
981,1977,Calle 4921,Mar del Plata,1,4663
982,1978,Calle 7608,Rosario,3,7760
983,1979,Calle 4901,La Plata,1,8883
984,1980,Calle 7138,Rosario,3,7786
985,1981,Calle 6069,Godoy Cruz,4,8971
986,1982,Calle 9641,Godoy Cruz,4,4852
987,1983,Calle 5507,CABA,1,7174
988,1984,Calle 140,CABA,1,9071
989,1985,Calle 2489,San Rafael,4,3909
990,1986,Calle 5854,La Plata,1,1662
991,1987,Calle 1638,Santa Fe,3,1647
992,1988,Calle 2785,Rosario,3,5379
993,1989,Calle 1175,Río Cuarto,2,2064
994,1990,Calle 2579,Villa Carlos Paz,2,9133
995,1991,Calle 6446,Córdoba,2,8744
996,1992,Calle 5021,Mar del Plata,1,7848
997,1993,Calle 5352,Santa Fe,3,3436
998,1994,Calle 9629,CABA,1,8355
999,1995,Calle 4629,CABA,1,4919
1000,1996,Calle 9046,CABA,1,4436
1001,1997,Calle 2565,Villa Carlos Paz,2,2082
1002,1998,Calle 6383,La Plata,1,7512
1003,1999,Calle 6920,La Plata,1,1121
1004,2000,Calle 1528,Godoy Cruz,4,1688
1005,2001,Calle 8116,Mar del Plata,1,7846
1006,2002,Calle 5911,Rafaela,3,6524
1007,2003,Calle 3305,Mar del Plata,1,9273
1008,2004,Calle 9675,Mar del Plata,1,8126
1009,2005,Calle 9683,Mar del Plata,1,1729
1010,2006,Calle 9656,La Plata,1,7836
1011,2007,Calle 9370,San Rafael,4,8360
1012,2008,Calle 635,Mar del Plata,1,7468
1013,2009,Calle 665,CABA,1,7504
1014,2010,Calle 4484,CABA,1,1267
1015,2011,Calle 5017,Rafaela,3,9136
1016,2012,Calle 4712,Mar del Plata,1,6383
1017,2013,Calle 233,CABA,1,6386
1018,2014,Calle 1630,Mendoza,4,3769
1019,2015,Calle 2652,Villa Carlos Paz,2,6921
1020,2016,Calle 5071,Santa Fe,3,2248
1021,2017,Calle 3925,Rosario,3,2857
1022,2018,Calle 8759,Mar del Plata,1,8884
1023,2019,Calle 1508,Santa Fe,3,4101
1024,2020,Calle 299,San Rafael,4,3658
1025,2021,Calle 8763,Mar del Plata,1,1488
1026,2022,Calle 1697,Santa Fe,3,3744
1027,2023,Calle 9607,Villa Carlos Paz,2,4715
1028,2024,Calle 6346,Villa Carlos Paz,2,4262
1029,2025,Calle 61,CABA,1,7103
1030,2026,Calle 5164,CABA,1,2572
1031,2027,Calle 9714,Córdoba,2,6582
1032,2028,Calle 5195,Córdoba,2,5807
1033,2029,Calle 4919,Rosario,3,7219
1034,2030,Calle 1219,La Plata,1,9163
1035,2031,Calle 373,Villa Carlos Paz,2,4027
1036,2032,Calle 9879,Rafaela,3,2857
1037,2033,Calle 5216,Godoy Cruz,4,2291
1038,2034,Calle 9015,La Plata,1,5874
1039,2035,Calle 5111,Rosario,3,5408
1040,2036,Calle 9639,CABA,1,1696
1041,2037,Calle 8880,Santa Fe,3,5056
1042,2038,Calle 9323,CABA,1,8705
1043,2039,Calle 2775,Córdoba,2,7683
1044,2040,Calle 9449,Villa Carlos Paz,2,9971
1045,2041,Calle 6365,CABA,1,6640
1046,2042,Calle 6743,Mar del Plata,1,5080
1047,2043,Calle 9917,Villa Carlos Paz,2,7644
1048,2044,Calle 2101,Río Cuarto,2,5076
1049,2045,Calle 4096,Córdoba,2,7467
1050,2046,Calle 1846,Godoy Cruz,4,2814
1051,2047,Calle 3381,La Plata,1,3019
1052,2048,Calle 6206,La Plata,1,8264
1053,2049,Calle 3388,Rosario,3,4977
1054,2050,Calle 7168,La Plata,1,8099
1055,2051,Calle 7517,CABA,1,7773
1056,2052,Calle 4644,Rosario,3,1225
1057,2053,Calle 1070,Rafaela,3,5967
1058,2054,Calle 4516,Mar del Plata,1,3628
1059,2055,Calle 281,CABA,1,7300
1060,2056,Calle 8351,San Rafael,4,5385
1061,2057,Calle 1620,Mar del Plata,1,7614
1062,2058,Calle 3953,CABA,1,9682
1063,2059,Calle 56,Río Cuarto,2,7876
1064,2060,Calle 3070,CABA,1,7960
1065,2061,Calle 9605,Villa Carlos Paz,2,6847
1066,2062,Calle 3216,Mar del Plata,1,6507
1067,2063,Calle 8725,CABA,1,8058
1068,2064,Calle 1691,CABA,1,7729
1069,2065,Calle 8766,La Plata,1,9987
1070,2066,Calle 3515,Córdoba,2,1599
1071,2067,Calle 6704,Mar del Plata,1,4425
1072,2068,Calle 1947,CABA,1,1723
1073,2069,Calle 2737,Río Cuarto,2,9020
1074,2070,Calle 1640,Santa Fe,3,5549
1075,2071,Calle 5848,La Plata,1,1440
1076,2072,Calle 350,San Rafael,4,3819
1077,2073,Calle 2940,CABA,1,3172
1078,2074,Calle 7365,Mar del Plata,1,1515
1079,2075,Calle 3346,Río Cuarto,2,8074
1080,2076,Calle 7762,Córdoba,2,7136
1081,2077,Calle 6888,Mar del Plata,1,4469
1082,2078,Calle 7121,CABA,1,5360
1083,2079,Calle 8698,Río Cuarto,2,8422
1084,2080,Calle 8731,Rafaela,3,8357
1085,2081,Calle 4575,La Plata,1,1328
1086,2082,Calle 8773,La Plata,1,3077
1087,2083,Calle 8742,Mar del Plata,1,7465
1088,2084,Calle 8832,CABA,1,1831
1089,2085,Calle 1216,Rafaela,3,6556
1090,2086,Calle 4279,La Plata,1,3921
1091,2087,Calle 2290,CABA,1,9486
1092,2088,Calle 6917,Córdoba,2,6273
1093,2089,Calle 5533,La Plata,1,1447
1094,2090,Calle 498,Rafaela,3,2328
1095,2091,Calle 1610,Villa Carlos Paz,2,1937
1096,2092,Calle 5126,Villa Carlos Paz,2,9257
1097,2093,Calle 2610,Santa Fe,3,9847
1098,2094,Calle 1256,Mar del Plata,1,9215
1099,2095,Calle 662,La Plata,1,1430
1100,2096,Calle 4281,Córdoba,2,6594
1101,2097,Calle 4507,Mar del Plata,1,7188
1102,2098,Calle 2446,La Plata,1,6269
1103,2099,Calle 5082,Villa Carlos Paz,2,1686
1104,2100,Calle 7697,Río Cuarto,2,4938
1105,2101,Calle 9147,Río Cuarto,2,1278
1106,2102,Calle 995,CABA,1,7417
1107,2103,Calle 9107,Rosario,3,5286
1108,2104,Calle 2908,San Rafael,4,5079
1109,2105,Calle 3076,Mar del Plata,1,7548
1110,2106,Calle 1074,Mar del Plata,1,5835
1111,2107,Calle 5039,Mar del Plata,1,1339
1112,2108,Calle 2139,Rafaela,3,4504
1113,2109,Calle 1347,La Plata,1,5777
1114,2110,Calle 4762,La Plata,1,4753
1115,2111,Calle 3064,Mar del Plata,1,2386
1116,2112,Calle 4585,La Plata,1,4700
1117,2113,Calle 8208,Mar del Plata,1,6432
1118,2114,Calle 1009,Mar del Plata,1,1615
1119,2115,Calle 4774,Córdoba,2,4423
1120,2116,Calle 4223,Mar del Plata,1,7467
1121,2117,Calle 1476,Rosario,3,9621
1122,2118,Calle 8920,Córdoba,2,4950
1123,2119,Calle 8071,Córdoba,2,6292
1124,2120,Calle 570,La Plata,1,9272
1125,2121,Calle 6379,Santa Fe,3,9592
1126,2122,Calle 3420,CABA,1,6481
1127,2123,Calle 9785,CABA,1,7181
1128,2124,Calle 8149,Mar del Plata,1,2961
1129,2125,Calle 3502,San Rafael,4,3194
1130,2126,Calle 1162,Mar del Plata,1,2783
1131,2127,Calle 6505,CABA,1,1432
1132,2128,Calle 3191,Santa Fe,3,4532
1133,2129,Calle 7394,CABA,1,7852
1134,2130,Calle 4817,CABA,1,1702
1135,2131,Calle 3894,Villa Carlos Paz,2,8133
1136,2132,Calle 1909,CABA,1,1294
1137,2133,Calle 8524,Mendoza,4,7518
1138,2134,Calle 6329,Rosario,3,2190
1139,2135,Calle 1638,Mendoza,4,6579
1140,2136,Calle 8341,La Plata,1,2782
1141,2137,Calle 6955,Villa Carlos Paz,2,4454
1142,2138,Calle 661,Santa Fe,3,1081
1143,2139,Calle 5614,Mendoza,4,9660
1144,2140,Calle 3830,CABA,1,1874
1145,2141,Calle 296,Villa Carlos Paz,2,2062
1146,2142,Calle 259,CABA,1,3713
1147,2143,Calle 9385,Rafaela,3,7158
1148,2144,Calle 9907,Rafaela,3,2468
1149,2145,Calle 6000,Mar del Plata,1,3407
1150,2146,Calle 349,Villa Carlos Paz,2,3869
1151,2147,Calle 4824,CABA,1,1897
1152,2148,Calle 9141,Córdoba,2,2928
1153,2149,Calle 7242,Rosario,3,6070
1154,2150,Calle 3738,San Rafael,4,6337
1155,2151,Calle 2270,Río Cuarto,2,5664
1156,2152,Calle 1931,Santa Fe,3,6592
1157,2153,Calle 6656,CABA,1,8113
1158,2154,Calle 6266,Mar del Plata,1,7667
1159,2155,Calle 245,Mendoza,4,2609
1160,2156,Calle 5140,Rafaela,3,5127
1161,2157,Calle 8872,Santa Fe,3,9339
1162,2158,Calle 483,Córdoba,2,1016
1163,2159,Calle 7115,Río Cuarto,2,2025
1164,2160,Calle 8256,La Plata,1,4167
1165,2161,Calle 786,Rosario,3,5575
1166,2162,Calle 1199,Mar del Plata,1,8424
1167,2163,Calle 8550,Rafaela,3,7736
1168,2164,Calle 3613,La Plata,1,1275
1169,2165,Calle 4613,Mar del Plata,1,8356
1170,2166,Calle 2131,Villa Carlos Paz,2,1318
1171,2167,Calle 8063,Rafaela,3,7299
1172,2168,Calle 9860,San Rafael,4,7509
1173,2169,Calle 1101,Villa Carlos Paz,2,8436
1174,2170,Calle 5148,CABA,1,4319
1175,2171,Calle 1782,Godoy Cruz,4,8606
1176,2172,Calle 1666,CABA,1,1007
1177,2173,Calle 3899,La Plata,1,3168
1178,2174,Calle 5652,Mar del Plata,1,4575
1179,2175,Calle 8933,Mar del Plata,1,1805
1180,2176,Calle 783,Santa Fe,3,9360
1181,2177,Calle 7065,Mendoza,4,4874
1182,2178,Calle 1665,La Plata,1,3322
1183,2179,Calle 8412,Villa Carlos Paz,2,1229
1184,2180,Calle 9651,Villa Carlos Paz,2,4168
1185,2181,Calle 2812,La Plata,1,9049
