shipment_sk,shipment_id,id_order,carrier,status,tracking_number,id_date_shipped,shipped_at,id_date_delivered,delivered_at
2884,9000002883,1000002883,Correo Argentino,DELIVERED,TRK-J1NQVU1NZN,20250304.0,2025-03-04 10:05:04,20250306.0,2025-03-06 10:05:04
2885,9000002884,1000002884,Correo Argentino,DELIVERED,TRK-6SS0FENX7P,20240826.0,2024-08-26 14:46:02,20240831.0,2024-08-31 14:46:02
2886,9000002885,1000002885,PICKUP,DELIVERED,,20250414.0,2025-04-14 00:32:47,20250415.0,2025-04-15 00:32:47
2887,9000002886,1000002886,PICKUP,DELIVERED,,20240823.0,2024-08-23 10:55:01,20240824.0,2024-08-24 10:55:01
2888,9000002887,1000002887,Correo Argentino,DELIVERED,TRK-WPJOH09PWO,20250721.0,2025-07-21 13:50:22,20250723.0,2025-07-23 13:50:22
2889,9000002888,1000002888,PICKUP,DELIVERED,,20250625.0,2025-06-25 01:14:44,20250626.0,2025-06-26 01:14:44
2890,9000002889,1000002889,Correo Argentino,SHIPPED,TRK-X8QFUC6VL4,20250612.0,2025-06-12 19:21:43,20250618.0,2025-06-18 19:21:43
2891,9000002890,1000002890,Correo Argentino,DELIVERED,TRK-89BJXHTRMD,20240720.0,2024-07-20 16:54:51,20240724.0,2024-07-24 16:54:51
2892,9000002891,1000002891,PICKUP,DELIVERED,,20250211.0,2025-02-11 02:51:41,20250212.0,2025-02-12 02:51:41
2893,9000002892,1000002892,PICKUP,SHIPPED,,20250806.0,2025-08-06 01:54:35,20250807.0,2025-08-07 01:54:35
2894,9000002893,1000002893,Correo Argentino,DELIVERED,TRK-M5BY1R89BH,20241008.0,2024-10-08 05:03:29,20241013.0,2024-10-13 05:03:29
2895,9000002894,1000002894,Correo Argentino,DELIVERED,TRK-98KOBP5ZM1,20240310.0,2024-03-10 09:24:19,20240315.0,2024-03-15 09:24:19
2896,9000002895,1000002895,Correo Argentino,SHIPPED,TRK-WOEM92SJHM,20250628.0,2025-06-28 05:44:12,20250703.0,2025-07-03 05:44:12
2897,9000002896,1000002896,PICKUP,DELIVERED,,20250628.0,2025-06-28 09:49:19,20250629.0,2025-06-29 09:49:19
2898,9000002897,1000002897,PICKUP,SHIPPED,,20240213.0,2024-02-13 14:24:55,20240214.0,2024-02-14 14:24:55
2899,9000002898,1000002898,PICKUP,SHIPPED,,20250426.0,2025-04-26 06:35:36,20250427.0,2025-04-27 06:35:36
2900,9000002899,1000002899,Correo Argentino,SHIPPED,TRK-5AY1116AKE,20240601.0,2024-06-01 22:10:26,20240604.0,2024-06-04 22:10:26
2901,9000002900,1000002900,Correo Argentino,DELIVERED,TRK-6K6QMZX8X3,20240505.0,2024-05-05 11:04:02,20240507.0,2024-05-07 11:04:02
2902,9000002901,1000002901,Correo Argentino,DELIVERED,TRK-WNAIS07YY1,20240703.0,2024-07-03 07:09:25,20240705.0,2024-07-05 07:09:25
2903,9000002902,1000002902,Correo Argentino,DELIVERED,TRK-5P9MIX9HIP,20250328.0,2025-03-28 06:02:54,20250330.0,2025-03-30 06:02:54
2904,9000002903,1000002903,PICKUP,DELIVERED,,20241006.0,2024-10-06 17:11:27,20241007.0,2024-10-07 17:11:27
2905,9000002904,1000002904,PICKUP,SHIPPED,,20250126.0,2025-01-26 10:08:48,20250127.0,2025-01-27 10:08:48
2906,9000002905,1000002905,PICKUP,SHIPPED,,20240412.0,2024-04-12 07:17:47,20240413.0,2024-04-13 07:17:47
2907,9000002906,1000002906,Correo Argentino,DELIVERED,TRK-C2XCPVK2SE,20240823.0,2024-08-23 07:53:52,20240826.0,2024-08-26 07:53:52
2908,9000002907,1000002907,PICKUP,SHIPPED,,20240826.0,2024-08-26 17:39:24,20240827.0,2024-08-27 17:39:24
2909,9000002908,1000002908,PICKUP,SHIPPED,,20241010.0,2024-10-10 08:10:39,20241011.0,2024-10-11 08:10:39
2910,9000002909,1000002909,PICKUP,DELIVERED,,20250312.0,2025-03-12 12:19:34,20250313.0,2025-03-13 12:19:34
2911,9000002910,1000002910,Correo Argentino,DELIVERED,TRK-TBYGPE93ZU,20240911.0,2024-09-11 09:05:35,20240915.0,2024-09-15 09:05:35
2912,9000002911,1000002911,PICKUP,DELIVERED,,20240602.0,2024-06-02 08:09:00,20240603.0,2024-06-03 08:09:00
2913,9000002912,1000002912,PICKUP,DELIVERED,,20241027.0,2024-10-27 21:54:37,20241028.0,2024-10-28 21:54:37
2914,9000002913,1000002913,Correo Argentino,CANCELLED,,,,,
2915,9000002914,1000002914,PICKUP,DELIVERED,,20240314.0,2024-03-14 22:17:28,20240315.0,2024-03-15 22:17:28
2916,9000002915,1000002915,PICKUP,DELIVERED,,20240323.0,2024-03-23 02:48:46,20240324.0,2024-03-24 02:48:46
2917,9000002916,1000002916,PICKUP,DELIVERED,,20240722.0,2024-07-22 10:20:04,20240723.0,2024-07-23 10:20:04
2918,9000002917,1000002917,Correo Argentino,DELIVERED,TRK-27H7ZIYWGH,20250707.0,2025-07-07 16:44:44,20250709.0,2025-07-09 16:44:44
2919,9000002918,1000002918,PICKUP,SHIPPED,,20240129.0,2024-01-29 13:37:58,20240130.0,2024-01-30 13:37:58
2920,9000002919,1000002919,PICKUP,SHIPPED,,20240215.0,2024-02-15 18:33:49,20240216.0,2024-02-16 18:33:49
2921,9000002920,1000002920,Correo Argentino,DELIVERED,TRK-JZAOR7DG3J,20250311.0,2025-03-11 17:19:04,20250314.0,2025-03-14 17:19:04
2922,9000002921,1000002921,PICKUP,SHIPPED,,20240805.0,2024-08-05 04:48:32,20240806.0,2024-08-06 04:48:32
2923,9000002922,1000002922,Correo Argentino,DELIVERED,TRK-AH1S6R9EW8,20250223.0,2025-02-23 23:01:44,20250228.0,2025-02-28 23:01:44
2924,9000002923,1000002923,PICKUP,DELIVERED,,20250425.0,2025-04-25 14:47:57,20250426.0,2025-04-26 14:47:57
2925,9000002924,1000002924,Correo Argentino,DELIVERED,TRK-6QQ6YTX9WO,20250612.0,2025-06-12 07:44:18,20250614.0,2025-06-14 07:44:18
2926,9000002925,1000002925,PICKUP,DELIVERED,,20240121.0,2024-01-21 11:12:44,20240122.0,2024-01-22 11:12:44
2927,9000002926,1000002926,Correo Argentino,DELIVERED,TRK-2TBYY2702H,20240131.0,2024-01-31 21:05:39,20240203.0,2024-02-03 21:05:39
2928,9000002927,1000002927,Correo Argentino,DELIVERED,TRK-TDH6O3SQZ7,20241009.0,2024-10-09 21:26:23,20241013.0,2024-10-13 21:26:23
2929,9000002928,1000002928,PICKUP,SHIPPED,,20240610.0,2024-06-10 15:48:09,20240611.0,2024-06-11 15:48:09
2930,9000002929,1000002929,PICKUP,DELIVERED,,20240312.0,2024-03-12 11:42:28,20240313.0,2024-03-13 11:42:28
2931,9000002930,1000002930,PICKUP,DELIVERED,,20250328.0,2025-03-28 07:19:30,20250329.0,2025-03-29 07:19:30
2932,9000002931,1000002931,PICKUP,DELIVERED,,20250131.0,2025-01-31 16:33:45,20250201.0,2025-02-01 16:33:45
2933,9000002932,1000002932,Correo Argentino,DELIVERED,TRK-XTZE6VW48H,20250409.0,2025-04-09 18:44:36,20250414.0,2025-04-14 18:44:36
2934,9000002933,1000002933,Correo Argentino,DELIVERED,TRK-UUIE7LHABZ,20250517.0,2025-05-17 11:57:53,20250521.0,2025-05-21 11:57:53
2935,9000002934,1000002934,PICKUP,DELIVERED,,20250402.0,2025-04-02 22:24:05,20250403.0,2025-04-03 22:24:05
2936,9000002935,1000002935,Correo Argentino,DELIVERED,TRK-JW30IIQ6J8,20241205.0,2024-12-05 22:25:30,20241207.0,2024-12-07 22:25:30
2937,9000002936,1000002936,Correo Argentino,DELIVERED,TRK-5LP0G8GC2E,20240516.0,2024-05-16 04:46:21,20240518.0,2024-05-18 04:46:21
2938,9000002937,1000002937,PICKUP,DELIVERED,,20250220.0,2025-02-20 03:16:55,20250221.0,2025-02-21 03:16:55
2939,9000002938,1000002938,PICKUP,DELIVERED,,20241116.0,2024-11-16 14:38:43,20241117.0,2024-11-17 14:38:43
2940,9000002939,1000002939,Correo Argentino,DELIVERED,TRK-NR5NRABI9W,20240903.0,2024-09-03 16:54:48,20240907.0,2024-09-07 16:54:48
2941,9000002940,1000002940,Correo Argentino,DELIVERED,TRK-M79GWPOPSJ,20240927.0,2024-09-27 22:10:15,20241002.0,2024-10-02 22:10:15
2942,9000002941,1000002941,Correo Argentino,DELIVERED,TRK-WPH9CCWBKS,20250612.0,2025-06-12 03:38:34,20250615.0,2025-06-15 03:38:34
2943,9000002942,1000002942,Correo Argentino,DELIVERED,TRK-33CNJZBP6X,20240225.0,2024-02-25 17:16:33,20240229.0,2024-02-29 17:16:33
2944,9000002943,1000002943,Correo Argentino,DELIVERED,TRK-R5N8RBE8QG,20241005.0,2024-10-05 15:40:38,20241007.0,2024-10-07 15:40:38
2945,9000002944,1000002944,PICKUP,DELIVERED,,20240128.0,2024-01-28 20:42:19,20240129.0,2024-01-29 20:42:19
2946,9000002945,1000002945,Correo Argentino,CANCELLED,,,,,
2947,9000002946,1000002946,Correo Argentino,DELIVERED,TRK-XKWDPJ3LPB,20240715.0,2024-07-15 15:19:46,20240720.0,2024-07-20 15:19:46
2948,9000002947,1000002947,PICKUP,DELIVERED,,20250629.0,2025-06-29 01:27:11,20250630.0,2025-06-30 01:27:11
2949,9000002948,1000002948,PICKUP,DELIVERED,,20250121.0,2025-01-21 23:52:02,20250122.0,2025-01-22 23:52:02
2950,9000002949,1000002949,Correo Argentino,DELIVERED,TRK-U6PP7SRB9K,20250925.0,2025-09-25 13:24:34,20250928.0,2025-09-28 13:24:34
2951,9000002950,1000002950,Correo Argentino,DELIVERED,TRK-QGOURAIRD9,20250625.0,2025-06-25 03:07:17,20250630.0,2025-06-30 03:07:17
2952,9000002951,1000002951,Correo Argentino,SHIPPED,TRK-BMDR5GMSHO,20240808.0,2024-08-08 19:45:14,20240813.0,2024-08-13 19:45:14
2953,9000002952,1000002952,Correo Argentino,DELIVERED,TRK-FCOAFEAYNU,20241031.0,2024-10-31 00:19:00,20241102.0,2024-11-02 00:19:00
2954,9000002953,1000002953,Correo Argentino,SHIPPED,TRK-ZLWHIGGOVI,20250928.0,2025-09-28 07:57:11,20251001.0,2025-10-01 07:57:11
2955,9000002954,1000002954,PICKUP,DELIVERED,,20240901.0,2024-09-01 17:50:05,20240902.0,2024-09-02 17:50:05
2956,9000002955,1000002955,Correo Argentino,SHIPPED,TRK-USAP51MZJ9,20240826.0,2024-08-26 12:15:52,20240828.0,2024-08-28 12:15:52
2957,9000002956,1000002956,PICKUP,DELIVERED,,20250221.0,2025-02-21 05:09:22,20250222.0,2025-02-22 05:09:22
2958,9000002957,1000002957,Correo Argentino,DELIVERED,TRK-NW5ILWHNI9,20240308.0,2024-03-08 08:15:50,20240313.0,2024-03-13 08:15:50
2959,9000002958,1000002958,PICKUP,DELIVERED,,20240909.0,2024-09-09 12:41:47,20240910.0,2024-09-10 12:41:47
2960,9000002959,1000002959,PICKUP,DELIVERED,,20250613.0,2025-06-13 13:07:11,20250614.0,2025-06-14 13:07:11
2961,9000002960,1000002960,Correo Argentino,DELIVERED,TRK-FNMFFU4RCF,20250831.0,2025-08-31 19:39:32,20250905.0,2025-09-05 19:39:32
2962,9000002961,1000002961,PICKUP,DELIVERED,,20250914.0,2025-09-14 13:52:26,20250915.0,2025-09-15 13:52:26
2963,9000002962,1000002962,Correo Argentino,DELIVERED,TRK-I3MTY2RY24,20240205.0,2024-02-05 08:22:59,20240212.0,2024-02-12 08:22:59
2964,9000002963,1000002963,Correo Argentino,DELIVERED,TRK-9FE62HY4SM,20240209.0,2024-02-09 14:56:28,20240215.0,2024-02-15 14:56:28
2965,9000002964,1000002964,Correo Argentino,DELIVERED,TRK-W0N1TG3WQH,20250423.0,2025-04-23 01:09:07,20250427.0,2025-04-27 01:09:07
2966,9000002965,1000002965,Correo Argentino,DELIVERED,TRK-FB15Z000E4,20250430.0,2025-04-30 06:07:14,20250505.0,2025-05-05 06:07:14
2967,9000002966,1000002966,PICKUP,DELIVERED,,20240109.0,2024-01-09 22:14:19,20240110.0,2024-01-10 22:14:19
2968,9000002967,1000002967,PICKUP,DELIVERED,,20240201.0,2024-02-01 10:44:48,20240202.0,2024-02-02 10:44:48
2969,9000002968,1000002968,PICKUP,DELIVERED,,20250801.0,2025-08-01 09:23:27,20250802.0,2025-08-02 09:23:27
2970,9000002969,1000002969,Correo Argentino,DELIVERED,TRK-8I5OUOTN46,20240909.0,2024-09-09 06:18:15,20240914.0,2024-09-14 06:18:15
2971,9000002970,1000002970,Correo Argentino,DELIVERED,TRK-K2SBUB2IYX,20250923.0,2025-09-23 08:32:19,20250928.0,2025-09-28 08:32:19
2972,9000002971,1000002971,Correo Argentino,DELIVERED,TRK-BJHRR3XAKX,20250511.0,2025-05-11 15:24:48,20250513.0,2025-05-13 15:24:48
2973,9000002972,1000002972,PICKUP,DELIVERED,,20250525.0,2025-05-25 12:45:57,20250526.0,2025-05-26 12:45:57
2974,9000002973,1000002973,Correo Argentino,DELIVERED,TRK-E2LKYEB1UN,20250613.0,2025-06-13 20:39:55,20250617.0,2025-06-17 20:39:55
2975,9000002974,1000002974,Correo Argentino,DELIVERED,TRK-QNL7TUTXGH,20250206.0,2025-02-06 00:46:21,20250210.0,2025-02-10 00:46:21
2976,9000002975,1000002975,Correo Argentino,DELIVERED,TRK-NV6K5CX4E1,20241115.0,2024-11-15 19:10:47,20241117.0,2024-11-17 19:10:47
2977,9000002976,1000002976,Correo Argentino,DELIVERED,TRK-9PZ6B4CG2R,20250629.0,2025-06-29 06:08:19,20250704.0,2025-07-04 06:08:19
2978,9000002977,1000002977,PICKUP,DELIVERED,,20250418.0,2025-04-18 13:29:37,20250419.0,2025-04-19 13:29:37
2979,9000002978,1000002978,Correo Argentino,DELIVERED,TRK-0XZCOXYO40,20240210.0,2024-02-10 16:05:55,20240214.0,2024-02-14 16:05:55
2980,9000002979,1000002979,Correo Argentino,DELIVERED,TRK-CVB9QQ1S5C,20240904.0,2024-09-04 12:33:19,20240909.0,2024-09-09 12:33:19
2981,9000002980,1000002980,Correo Argentino,SHIPPED,TRK-4Y5MTM699U,20240105.0,2024-01-05 13:17:00,20240110.0,2024-01-10 13:17:00
2982,9000002981,1000002981,PICKUP,SHIPPED,,20250810.0,2025-08-10 04:41:27,20250811.0,2025-08-11 04:41:27
2983,9000002982,1000002982,Correo Argentino,DELIVERED,TRK-X2SVF3325E,20240606.0,2024-06-06 03:54:56,20240611.0,2024-06-11 03:54:56
2984,9000002983,1000002983,PICKUP,DELIVERED,,20250916.0,2025-09-16 02:33:39,20250917.0,2025-09-17 02:33:39
2985,9000002984,1000002984,PICKUP,DELIVERED,,20240618.0,2024-06-18 09:07:38,20240619.0,2024-06-19 09:07:38
2986,9000002985,1000002985,Correo Argentino,CANCELLED,,,,,
2987,9000002986,1000002986,Correo Argentino,READY,TRK-QDMYYQG116,20240701.0,2024-07-01 07:59:52,20240705.0,2024-07-05 07:59:52
2988,9000002987,1000002987,Correo Argentino,CANCELLED,,,,,
2989,9000002988,1000002988,Correo Argentino,DELIVERED,TRK-XCJUL46OBI,20240215.0,2024-02-15 23:35:48,20240219.0,2024-02-19 23:35:48
2990,9000002989,1000002989,PICKUP,CANCELLED,,,,,
2991,9000002990,1000002990,Correo Argentino,SHIPPED,TRK-1O9DGP676U,20240707.0,2024-07-07 11:45:37,20240712.0,2024-07-12 11:45:37
2992,9000002991,1000002991,Correo Argentino,DELIVERED,TRK-9ATH6AN3CX,20241024.0,2024-10-24 16:14:18,20241028.0,2024-10-28 16:14:18
2993,9000002992,1000002992,Correo Argentino,DELIVERED,TRK-KSS2D3PFWU,20241222.0,2024-12-22 01:27:17,20241225.0,2024-12-25 01:27:17
2994,9000002993,1000002993,Correo Argentino,DELIVERED,TRK-S4GRLTUD6D,20241007.0,2024-10-07 10:48:22,20241012.0,2024-10-12 10:48:22
2995,9000002994,1000002994,Correo Argentino,DELIVERED,TRK-GOK20PT5IN,20240522.0,2024-05-22 18:10:35,20240526.0,2024-05-26 18:10:35
2996,9000002995,1000002995,Correo Argentino,DELIVERED,TRK-G1BAACOU0O,20240811.0,2024-08-11 04:21:00,20240814.0,2024-08-14 04:21:00
2997,9000002996,1000002996,PICKUP,DELIVERED,,20240508.0,2024-05-08 13:07:25,20240509.0,2024-05-09 13:07:25
2998,9000002997,1000002997,Correo Argentino,DELIVERED,TRK-HQEKAC7TFS,20240401.0,2024-04-01 04:10:08,20240404.0,2024-04-04 04:10:08
2999,9000002998,1000002998,Correo Argentino,SHIPPED,TRK-9X6E6ASA9W,20240307.0,2024-03-07 15:16:08,20240309.0,2024-03-09 15:16:08
3000,9000002999,1000002999,PICKUP,DELIVERED,,20240127.0,2024-01-27 09:35:53,20240128.0,2024-01-28 09:35:53
3001,9000003000,1000003000,Correo Argentino,DELIVERED,TRK-43CMU756KU,20240915.0,2024-09-15 10:40:36,20240920.0,2024-09-20 10:40:36
3002,9000003001,1000003001,PICKUP,DELIVERED,,20240216.0,2024-02-16 18:00:12,20240217.0,2024-02-17 18:00:12
3003,9000003002,1000003002,PICKUP,DELIVERED,,20240514.0,2024-05-14 00:11:31,20240515.0,2024-05-15 00:11:31
3004,9000003003,1000003003,Correo Argentino,DELIVERED,TRK-5AYTFADJ46,20240501.0,2024-05-01 00:57:44,20240503.0,2024-05-03 00:57:44
3005,9000003004,1000003004,Correo Argentino,DELIVERED,TRK-EZFWRBMVHC,20250808.0,2025-08-08 15:49:56,20250812.0,2025-08-12 15:49:56
3006,9000003005,1000003005,Correo Argentino,DELIVERED,TRK-DBSOM6B6IM,20250417.0,2025-04-17 04:29:22,20250419.0,2025-04-19 04:29:22
3007,9000003006,1000003006,Correo Argentino,DELIVERED,TRK-11GRVSQ118,20250630.0,2025-06-30 18:07:32,20250706.0,2025-07-06 18:07:32
3008,9000003007,1000003007,Correo Argentino,SHIPPED,TRK-Z2XYAKPK3H,20250122.0,2025-01-22 18:10:32,20250126.0,2025-01-26 18:10:32
3009,9000003008,1000003008,Correo Argentino,SHIPPED,TRK-GH5HV9A8NB,20240923.0,2024-09-23 14:16:39,20240928.0,2024-09-28 14:16:39
3010,9000003009,1000003009,Correo Argentino,DELIVERED,TRK-PNE3PZQBHK,20250811.0,2025-08-11 01:41:29,20250814.0,2025-08-14 01:41:29
3011,9000003010,1000003010,Correo Argentino,DELIVERED,TRK-RM0QWDN8FL,20240314.0,2024-03-14 23:15:21,20240318.0,2024-03-18 23:15:21
3012,9000003011,1000003011,Correo Argentino,DELIVERED,TRK-Q5I2JCGO0J,20250207.0,2025-02-07 07:30:02,20250212.0,2025-02-12 07:30:02
3013,9000003012,1000003012,PICKUP,SHIPPED,,20240102.0,2024-01-02 03:10:04,20240103.0,2024-01-03 03:10:04
3014,9000003013,1000003013,Correo Argentino,DELIVERED,TRK-PWLO1YUGYI,20250227.0,2025-02-27 23:02:09,20250301.0,2025-03-01 23:02:09
3015,9000003014,1000003014,PICKUP,DELIVERED,,20240510.0,2024-05-10 06:17:39,20240511.0,2024-05-11 06:17:39
3016,9000003015,1000003015,PICKUP,DELIVERED,,20250425.0,2025-04-25 10:12:04,20250426.0,2025-04-26 10:12:04
3017,9000003016,1000003016,Correo Argentino,DELIVERED,TRK-VF1YAUKQOW,20241218.0,2024-12-18 12:24:12,20241223.0,2024-12-23 12:24:12
3018,9000003017,1000003017,Correo Argentino,DELIVERED,TRK-I4YH0K823P,20250315.0,2025-03-15 22:04:59,20250320.0,2025-03-20 22:04:59
3019,9000003018,1000003018,Correo Argentino,DELIVERED,TRK-UBIZIBU9RR,20240212.0,2024-02-12 02:47:26,20240216.0,2024-02-16 02:47:26
3020,9000003019,1000003019,Correo Argentino,DELIVERED,TRK-CWL5S34CT5,20240215.0,2024-02-15 07:50:47,20240222.0,2024-02-22 07:50:47
3021,9000003020,1000003020,PICKUP,CANCELLED,,,,,
3022,9000003021,1000003021,Correo Argentino,DELIVERED,TRK-MSQW7U6FE7,20250622.0,2025-06-22 23:51:06,20250627.0,2025-06-27 23:51:06
3023,9000003022,1000003022,Correo Argentino,CANCELLED,,,,,
3024,9000003023,1000003023,PICKUP,CANCELLED,,,,,
3025,9000003024,1000003024,Correo Argentino,DELIVERED,TRK-QFU8LSZ8PU,20240102.0,2024-01-02 10:33:55,20240107.0,2024-01-07 10:33:55
3026,9000003025,1000003025,Correo Argentino,DELIVERED,TRK-20TWHC9HS8,20250417.0,2025-04-17 09:59:56,20250420.0,2025-04-20 09:59:56
3027,9000003026,1000003026,PICKUP,DELIVERED,,20250126.0,2025-01-26 14:15:47,20250127.0,2025-01-27 14:15:47
3028,9000003027,1000003027,Correo Argentino,DELIVERED,TRK-MP78KNQCLD,20240420.0,2024-04-20 05:07:21,20240422.0,2024-04-22 05:07:21
3029,9000003028,1000003028,Correo Argentino,DELIVERED,TRK-US6Y0VF30E,20240421.0,2024-04-21 02:16:42,20240426.0,2024-04-26 02:16:42
3030,9000003029,1000003029,PICKUP,SHIPPED,,20250425.0,2025-04-25 00:52:21,20250426.0,2025-04-26 00:52:21
3031,9000003030,1000003030,Correo Argentino,DELIVERED,TRK-6UXYVYYB17,20250601.0,2025-06-01 21:45:59,20250603.0,2025-06-03 21:45:59
3032,9000003031,1000003031,Correo Argentino,DELIVERED,TRK-4DJS112O7S,20241212.0,2024-12-12 11:39:24,20241216.0,2024-12-16 11:39:24
3033,9000003032,1000003032,PICKUP,DELIVERED,,20241026.0,2024-10-26 12:27:03,20241027.0,2024-10-27 12:27:03
3034,9000003033,1000003033,Correo Argentino,SHIPPED,TRK-7TZ42MHG9Z,20240510.0,2024-05-10 09:21:23,20240515.0,2024-05-15 09:21:23
3035,9000003034,1000003034,Correo Argentino,DELIVERED,TRK-2LTCM77X93,20240802.0,2024-08-02 16:25:17,20240807.0,2024-08-07 16:25:17
3036,9000003035,1000003035,PICKUP,DELIVERED,,20241204.0,2024-12-04 07:58:43,20241205.0,2024-12-05 07:58:43
3037,9000003036,1000003036,Correo Argentino,DELIVERED,TRK-TCRH178DLJ,20250624.0,2025-06-24 22:20:34,20250627.0,2025-06-27 22:20:34
3038,9000003037,1000003037,PICKUP,DELIVERED,,20250519.0,2025-05-19 18:31:34,20250520.0,2025-05-20 18:31:34
3039,9000003038,1000003038,Correo Argentino,DELIVERED,TRK-UKGDWNSK7D,20250323.0,2025-03-23 21:24:41,20250328.0,2025-03-28 21:24:41
3040,9000003039,1000003039,PICKUP,SHIPPED,,20250523.0,2025-05-23 14:59:43,20250524.0,2025-05-24 14:59:43
3041,9000003040,1000003040,Correo Argentino,DELIVERED,TRK-SAGNZ2FT1M,20250630.0,2025-06-30 02:18:15,20250703.0,2025-07-03 02:18:15
3042,9000003041,1000003041,PICKUP,DELIVERED,,20240626.0,2024-06-26 00:12:58,20240627.0,2024-06-27 00:12:58
3043,9000003042,1000003042,PICKUP,DELIVERED,,20240227.0,2024-02-27 19:23:11,20240228.0,2024-02-28 19:23:11
3044,9000003043,1000003043,PICKUP,DELIVERED,,20250624.0,2025-06-24 00:48:12,20250625.0,2025-06-25 00:48:12
3045,9000003044,1000003044,Correo Argentino,SHIPPED,TRK-V9BHXIXPS3,20241211.0,2024-12-11 22:14:57,20241216.0,2024-12-16 22:14:57
3046,9000003045,1000003045,Correo Argentino,DELIVERED,TRK-01UE3GBX71,20241002.0,2024-10-02 12:07:41,20241006.0,2024-10-06 12:07:41
3047,9000003046,1000003046,PICKUP,DELIVERED,,20240101.0,2024-01-01 04:38:02,20240102.0,2024-01-02 04:38:02
3048,9000003047,1000003047,PICKUP,SHIPPED,,20241024.0,2024-10-24 10:59:07,20241025.0,2024-10-25 10:59:07
3049,9000003048,1000003048,PICKUP,SHIPPED,,20241105.0,2024-11-05 00:39:06,20241106.0,2024-11-06 00:39:06
3050,9000003049,1000003049,PICKUP,DELIVERED,,20240822.0,2024-08-22 22:09:21,20240823.0,2024-08-23 22:09:21
3051,9000003050,1000003050,Correo Argentino,DELIVERED,TRK-IH2DOCDAPE,20250825.0,2025-08-25 10:25:05,20250830.0,2025-08-30 10:25:05
3052,9000003051,1000003051,PICKUP,DELIVERED,,20250828.0,2025-08-28 13:36:55,20250829.0,2025-08-29 13:36:55
3053,9000003052,1000003052,Correo Argentino,SHIPPED,TRK-U7UKTIZFVG,20250707.0,2025-07-07 17:49:13,20250711.0,2025-07-11 17:49:13
3054,9000003053,1000003053,Correo Argentino,DELIVERED,TRK-GLI1YNTNUT,20250916.0,2025-09-16 10:48:16,20250919.0,2025-09-19 10:48:16
3055,9000003054,1000003054,PICKUP,DELIVERED,,20241209.0,2024-12-09 07:00:22,20241210.0,2024-12-10 07:00:22
3056,9000003055,1000003055,Correo Argentino,DELIVERED,TRK-HS9CKHZSJD,20240915.0,2024-09-15 21:19:25,20240920.0,2024-09-20 21:19:25
3057,9000003056,1000003056,Correo Argentino,DELIVERED,TRK-FH9Z2FVEXY,20250409.0,2025-04-09 07:29:44,20250412.0,2025-04-12 07:29:44
3058,9000003057,1000003057,Correo Argentino,DELIVERED,TRK-AZ99C73QWD,20250217.0,2025-02-17 22:59:27,20250223.0,2025-02-23 22:59:27
3059,9000003058,1000003058,Correo Argentino,SHIPPED,TRK-1VHJMVTAAO,20240214.0,2024-02-14 04:52:13,20240217.0,2024-02-17 04:52:13
3060,9000003059,1000003059,PICKUP,DELIVERED,,20240822.0,2024-08-22 19:42:10,20240823.0,2024-08-23 19:42:10
3061,9000003060,1000003060,PICKUP,DELIVERED,,20250906.0,2025-09-06 07:02:15,20250907.0,2025-09-07 07:02:15
3062,9000003061,1000003061,PICKUP,DELIVERED,,20240212.0,2024-02-12 08:38:19,20240213.0,2024-02-13 08:38:19
3063,9000003062,1000003062,Correo Argentino,DELIVERED,TRK-047YOEF4K2,20250409.0,2025-04-09 06:04:43,20250414.0,2025-04-14 06:04:43
3064,9000003063,1000003063,Correo Argentino,DELIVERED,TRK-U3OA8ZM5YK,20240125.0,2024-01-25 23:33:54,20240129.0,2024-01-29 23:33:54
3065,9000003064,1000003064,Correo Argentino,DELIVERED,TRK-ED4W78W9VP,20250905.0,2025-09-05 15:14:54,20250910.0,2025-09-10 15:14:54
3066,9000003065,1000003065,PICKUP,DELIVERED,,20240214.0,2024-02-14 03:35:22,20240215.0,2024-02-15 03:35:22
3067,9000003066,1000003066,PICKUP,SHIPPED,,20240402.0,2024-04-02 23:18:58,20240403.0,2024-04-03 23:18:58
3068,9000003067,1000003067,Correo Argentino,DELIVERED,TRK-FUYN8GV9BF,20250329.0,2025-03-29 08:53:43,20250402.0,2025-04-02 08:53:43
3069,9000003068,1000003068,PICKUP,DELIVERED,,20240415.0,2024-04-15 13:40:37,20240416.0,2024-04-16 13:40:37
3070,9000003069,1000003069,Correo Argentino,SHIPPED,TRK-C9ZVVC1CHY,20250219.0,2025-02-19 17:31:43,20250224.0,2025-02-24 17:31:43
3071,9000003070,1000003070,PICKUP,DELIVERED,,20240830.0,2024-08-30 18:31:11,20240831.0,2024-08-31 18:31:11
3072,9000003071,1000003071,Correo Argentino,DELIVERED,TRK-JW6PYE20BR,20240820.0,2024-08-20 10:21:58,20240822.0,2024-08-22 10:21:58
3073,9000003072,1000003072,PICKUP,DELIVERED,,20240212.0,2024-02-12 14:18:58,20240213.0,2024-02-13 14:18:58
3074,9000003073,1000003073,PICKUP,DELIVERED,,20240803.0,2024-08-03 10:29:28,20240804.0,2024-08-04 10:29:28
3075,9000003074,1000003074,PICKUP,CANCELLED,,,,,
3076,9000003075,1000003075,Correo Argentino,DELIVERED,TRK-QPFIO1E1G8,20240606.0,2024-06-06 21:19:53,20240611.0,2024-06-11 21:19:53
