nps_id,id_customer,customer_sk,id_channel,channel_sk,id_date,score,responded_at
13000000426,782,782,2,2,20240703,9,2024-07-03 17:44:38
13000000427,488,488,2,2,20250831,3,2025-08-31 00:49:08
13000000428,1074,1074,1,1,20250212,6,2025-02-12 09:10:12
13000000429,789,789,2,2,20241226,9,2024-12-26 22:27:44
13000000430,951,951,1,1,20250610,3,2025-06-10 08:35:10
13000000431,1210,1210,1,1,20250406,8,2025-04-06 21:49:25
13000000432,977,977,2,2,20250424,3,2025-04-24 13:15:22
13000000433,489,489,2,2,20250825,8,2025-08-25 15:59:07
13000000434,1192,1192,2,2,20240609,9,2024-06-09 22:10:48
13000000435,1461,1461,2,2,20241011,5,2024-10-11 10:47:13
13000000436,28,28,1,1,20250714,6,2025-07-14 13:59:10
13000000437,459,459,2,2,20240714,9,2024-07-14 02:59:21
13000000438,756,756,1,1,20240510,2,2024-05-10 19:36:43
13000000439,1495,1495,1,1,20240122,8,2024-01-22 09:35:45
13000000440,584,584,1,1,20240307,7,2024-03-07 10:30:38
13000000441,703,703,1,1,20251005,2,2025-10-05 19:26:03
13000000442,1309,1309,2,2,20240121,7,2024-01-21 05:12:12
13000000443,323,323,2,2,20250601,7,2025-06-01 03:50:23
13000000444,90,90,1,1,20250824,8,2025-08-24 15:48:52
13000000445,761,761,1,1,20250113,5,2025-01-13 09:23:46
13000000446,999,999,1,1,20250426,9,2025-04-26 12:54:41
13000000447,85,85,1,1,20250405,9,2025-04-05 23:58:27
13000000448,405,405,1,1,20250725,8,2025-07-25 21:12:23
13000000449,336,336,2,2,20241124,2,2024-11-24 03:49:06
13000000450,179,179,1,1,20240707,9,2024-07-07 20:27:21
13000000451,682,682,2,2,20240506,8,2024-05-06 04:42:04
13000000452,862,862,2,2,20250603,8,2025-06-03 23:08:04
13000000453,1218,1218,1,1,20250416,5,2025-04-16 03:09:01
13000000454,31,31,1,1,20250610,7,2025-06-10 11:48:50
13000000455,154,154,1,1,20250311,10,2025-03-11 10:47:21
13000000456,1049,1049,2,2,20250726,10,2025-07-26 17:33:15
13000000457,586,586,1,1,20250607,10,2025-06-07 01:08:36
13000000458,425,425,2,2,20240907,10,2024-09-07 22:23:30
13000000459,1235,1235,1,1,20240312,8,2024-03-12 04:35:22
13000000460,52,52,1,1,20240522,10,2024-05-22 23:27:23
13000000461,78,78,2,2,20250108,3,2025-01-08 05:40:16
13000000462,405,405,1,1,20241215,7,2024-12-15 10:40:54
13000000463,381,381,2,2,20250607,7,2025-06-07 14:39:48
13000000464,284,284,1,1,20241002,10,2024-10-02 05:22:07
13000000465,867,867,1,1,20240422,0,2024-04-22 04:28:48
13000000466,626,626,1,1,20240915,8,2024-09-15 20:41:52
13000000467,195,195,1,1,20241129,9,2024-11-29 16:47:27
13000000468,467,467,1,1,20240604,7,2024-06-04 01:25:58
13000000469,1107,1107,2,2,20250302,7,2025-03-02 09:53:39
13000000470,580,580,1,1,20240125,8,2024-01-25 14:37:53
13000000471,942,942,2,2,20240402,7,2024-04-02 06:17:25
13000000472,1354,1354,2,2,20250628,10,2025-06-28 09:43:25
13000000473,540,540,1,1,20240209,4,2024-02-09 10:37:09
13000000474,1161,1161,1,1,20250723,6,2025-07-23 03:05:56
13000000475,895,895,1,1,20250809,8,2025-08-09 07:58:07
13000000476,399,399,1,1,20240716,6,2024-07-16 18:47:00
13000000477,77,77,1,1,20250808,10,2025-08-08 21:13:19
13000000478,754,754,2,2,20250827,0,2025-08-27 01:30:25
13000000479,1253,1253,1,1,20240818,7,2024-08-18 14:21:10
13000000480,1117,1117,1,1,20240717,6,2024-07-17 06:17:50
13000000481,413,413,1,1,20250722,6,2025-07-22 06:06:19
13000000482,40,40,2,2,20250608,8,2025-06-08 22:38:52
13000000483,403,403,1,1,20241009,1,2024-10-09 02:40:49
13000000484,1482,1482,1,1,20240827,6,2024-08-27 21:39:13
13000000485,790,790,1,1,20241222,9,2024-12-22 18:12:56
13000000486,891,891,1,1,20240822,0,2024-08-22 20:46:41
13000000487,819,819,2,2,20250611,7,2025-06-11 19:29:56
13000000488,474,474,2,2,20240513,9,2024-05-13 07:15:51
13000000489,1332,1332,1,1,20250408,8,2025-04-08 10:13:44
13000000490,305,305,1,1,20250730,4,2025-07-30 07:48:11
13000000491,400,400,2,2,20240410,7,2024-04-10 21:45:17
13000000492,415,415,2,2,20241129,9,2024-11-29 22:26:11
13000000493,739,739,2,2,20240117,9,2024-01-17 07:11:19
13000000494,45,45,1,1,20241216,4,2024-12-16 04:58:04
13000000495,584,584,2,2,20240401,8,2024-04-01 04:19:09
13000000496,305,305,1,1,20250314,9,2025-03-14 13:14:31
13000000497,1061,1061,2,2,20250828,4,2025-08-28 11:39:30
13000000498,1051,1051,2,2,20250420,9,2025-04-20 13:57:39
13000000499,981,981,1,1,20250818,8,2025-08-18 06:29:10
13000000500,381,381,1,1,20240127,7,2024-01-27 08:24:37
13000000501,866,866,1,1,20240518,2,2024-05-18 01:36:24
13000000502,323,323,1,1,20240604,9,2024-06-04 20:35:58
13000000503,1223,1223,2,2,20240504,8,2024-05-04 02:55:25
13000000504,728,728,2,2,20250630,3,2025-06-30 22:39:41
13000000505,176,176,1,1,20240523,8,2024-05-23 04:27:32
13000000506,620,620,1,1,20240327,3,2024-03-27 15:30:54
13000000507,11,11,2,2,20241114,8,2024-11-14 22:42:02
13000000508,866,866,1,1,20251002,5,2025-10-02 12:19:07
13000000509,609,609,1,1,20240117,9,2024-01-17 23:52:25
13000000510,662,662,1,1,20250210,6,2025-02-10 00:25:59
13000000511,1304,1304,2,2,20250321,3,2025-03-21 01:23:04
13000000512,1358,1358,1,1,20241024,5,2024-10-24 00:29:57
13000000513,1396,1396,2,2,20241003,8,2024-10-03 20:01:12
13000000514,921,921,1,1,20241201,7,2024-12-01 09:29:25
13000000515,193,193,2,2,20240325,9,2024-03-25 10:26:03
13000000516,1366,1366,1,1,20250307,7,2025-03-07 02:44:22
13000000517,4,4,2,2,20241229,8,2024-12-29 16:14:53
13000000518,373,373,1,1,20240402,4,2024-04-02 23:20:55
13000000519,3,3,2,2,20250617,10,2025-06-17 14:34:03
13000000520,156,156,2,2,20250622,2,2025-06-22 08:32:36
13000000521,1274,1274,2,2,20250926,6,2025-09-26 11:27:19
13000000522,1200,1200,1,1,20250425,9,2025-04-25 03:13:10
13000000523,1271,1271,2,2,20240305,9,2024-03-05 02:24:02
13000000524,1089,1089,1,1,20250614,10,2025-06-14 11:16:57
13000000525,1399,1399,2,2,20250909,9,2025-09-09 13:13:42
13000000526,20,20,1,1,20240708,8,2024-07-08 22:49:45
13000000527,874,874,2,2,20241212,9,2024-12-12 16:26:08
13000000528,919,919,2,2,20241018,7,2024-10-18 11:04:43
13000000529,885,885,1,1,20250803,9,2025-08-03 00:42:21
13000000530,123,123,2,2,20240818,2,2024-08-18 13:05:16
13000000531,301,301,1,1,20240813,10,2024-08-13 12:11:00
13000000532,1172,1172,1,1,20240924,5,2024-09-24 12:11:09
13000000533,1334,1334,2,2,20240823,7,2024-08-23 08:58:05
13000000534,1462,1462,2,2,20250822,3,2025-08-22 09:47:30
13000000535,1393,1393,2,2,20241209,8,2024-12-09 04:39:01
13000000536,1220,1220,1,1,20240423,10,2024-04-23 23:16:41
13000000537,1355,1355,1,1,20250411,0,2025-04-11 23:27:42
13000000538,27,27,2,2,20240114,8,2024-01-14 12:52:57
13000000539,921,921,1,1,20240701,3,2024-07-01 06:27:01
13000000540,1469,1469,2,2,20240316,9,2024-03-16 08:53:37
13000000541,1228,1228,1,1,20250629,9,2025-06-29 03:08:05
13000000542,1123,1123,2,2,20240526,7,2024-05-26 02:44:24
13000000543,125,125,1,1,20250907,8,2025-09-07 06:57:45
13000000544,476,476,1,1,20241017,9,2024-10-17 14:22:38
13000000545,833,833,1,1,20250616,5,2025-06-16 23:27:26
13000000546,253,253,1,1,20240320,10,2024-03-20 08:15:50
13000000547,398,398,1,1,20240824,9,2024-08-24 10:06:53
13000000548,253,253,2,2,20240119,9,2024-01-19 06:43:36
13000000549,206,206,2,2,20240308,9,2024-03-08 01:09:04
13000000550,899,899,1,1,20250910,8,2025-09-10 19:28:26
13000000551,1254,1254,1,1,20250707,3,2025-07-07 01:49:09
13000000552,1317,1317,2,2,20250518,10,2025-05-18 04:03:58
13000000553,466,466,1,1,20241119,8,2024-11-19 17:17:29
13000000554,191,191,1,1,20241119,9,2024-11-19 01:05:53
13000000555,362,362,2,2,20240629,10,2024-06-29 22:16:25
13000000556,263,263,1,1,20240508,7,2024-05-08 15:23:45
13000000557,1473,1473,2,2,20250309,10,2025-03-09 08:07:13
13000000558,1494,1494,1,1,20240725,10,2024-07-25 08:04:07
13000000559,359,359,1,1,20250719,3,2025-07-19 15:37:54
13000000560,181,181,1,1,20250726,10,2025-07-26 20:07:18
13000000561,682,682,1,1,20250402,10,2025-04-02 05:55:36
13000000562,1142,1142,1,1,20240530,9,2024-05-30 18:17:36
13000000563,475,475,1,1,20240518,8,2024-05-18 21:48:39
13000000564,541,541,1,1,20241224,10,2024-12-24 14:04:24
13000000565,1344,1344,1,1,20250622,10,2025-06-22 06:38:43
13000000566,561,561,2,2,20240726,10,2024-07-26 04:52:11
13000000567,981,981,2,2,20240223,8,2024-02-23 08:16:33
13000000568,311,311,1,1,20240421,7,2024-04-21 14:38:39
13000000569,1007,1007,2,2,20250515,7,2025-05-15 05:37:47
13000000570,952,952,2,2,20250916,6,2025-09-16 19:04:39
13000000571,1464,1464,1,1,20240522,8,2024-05-22 10:21:54
13000000572,863,863,2,2,20240619,9,2024-06-19 17:44:01
13000000573,724,724,2,2,20250208,6,2025-02-08 22:32:09
13000000574,612,612,1,1,20240315,7,2024-03-15 01:57:31
13000000575,382,382,1,1,20240305,5,2024-03-05 01:51:22
13000000576,311,311,1,1,20240114,8,2024-01-14 09:57:37
13000000577,1041,1041,2,2,20251005,9,2025-10-05 12:30:50
13000000578,816,816,1,1,20250920,7,2025-09-20 15:28:06
13000000579,189,189,2,2,20250924,6,2025-09-24 06:44:02
13000000580,1133,1133,2,2,20240813,0,2024-08-13 06:06:02
13000000581,1095,1095,1,1,20240928,7,2024-09-28 11:54:54
13000000582,468,468,2,2,20250828,1,2025-08-28 09:12:35
13000000583,416,416,2,2,20250223,1,2025-02-23 12:57:11
13000000584,707,707,1,1,20250519,10,2025-05-19 09:03:34
13000000585,1375,1375,1,1,20240419,7,2024-04-19 04:39:36
13000000586,689,689,2,2,20250616,7,2025-06-16 16:30:15
13000000587,759,759,2,2,20250404,7,2025-04-04 21:29:09
13000000588,152,152,2,2,20250421,7,2025-04-21 18:09:13
13000000589,724,724,2,2,20250618,5,2025-06-18 18:17:10
13000000590,495,495,1,1,20240824,6,2024-08-24 10:17:13
13000000591,1104,1104,1,1,20240304,4,2024-03-04 07:45:43
13000000592,1158,1158,1,1,20240823,0,2024-08-23 14:14:10
13000000593,932,932,1,1,20250619,9,2025-06-19 05:05:19
13000000594,150,150,1,1,20240905,2,2024-09-05 09:33:36
13000000595,323,323,2,2,20240320,2,2024-03-20 16:41:42
13000000596,536,536,1,1,20240324,5,2024-03-24 07:17:51
13000000597,1245,1245,1,1,20250622,10,2025-06-22 03:38:34
13000000598,1284,1284,1,1,20250803,6,2025-08-03 13:24:07
13000000599,1168,1168,1,1,20250409,3,2025-04-09 01:57:39
13000000600,1346,1346,1,1,20240113,10,2024-01-13 07:39:50
13000000601,213,213,1,1,20240712,7,2024-07-12 09:00:31
13000000602,311,311,2,2,20240709,7,2024-07-09 13:29:31
13000000603,32,32,2,2,20240130,9,2024-01-30 02:42:02
13000000604,606,606,1,1,20240212,7,2024-02-12 11:50:47
13000000605,1309,1309,2,2,20241010,9,2024-10-10 17:18:02
13000000606,833,833,1,1,20240322,7,2024-03-22 05:32:22
13000000607,1123,1123,2,2,20241124,9,2024-11-24 03:12:53
13000000608,878,878,2,2,20250731,8,2025-07-31 01:56:44
13000000609,1317,1317,2,2,20250621,8,2025-06-21 18:38:55
13000000610,218,218,2,2,20250529,9,2025-05-29 19:20:29
13000000611,1456,1456,1,1,20250927,8,2025-09-27 02:43:49
13000000612,987,987,1,1,20240820,9,2024-08-20 20:16:53
13000000613,75,75,2,2,20240111,10,2024-01-11 09:55:08
13000000614,649,649,2,2,20250501,1,2025-05-01 21:01:17
13000000615,1095,1095,1,1,20250514,6,2025-05-14 04:03:05
13000000616,1136,1136,2,2,20240206,9,2024-02-06 21:50:30
13000000617,1046,1046,1,1,20240610,7,2024-06-10 21:13:04
13000000618,1339,1339,2,2,20240830,8,2024-08-30 07:19:38
13000000619,724,724,1,1,20250323,3,2025-03-23 21:00:56
13000000620,32,32,2,2,20250814,0,2025-08-14 09:23:26
13000000621,728,728,1,1,20240622,8,2024-06-22 16:10:51
13000000622,299,299,1,1,20250711,7,2025-07-11 02:46:44
13000000623,299,299,1,1,20250112,5,2025-01-12 10:31:40
13000000624,404,404,1,1,20250412,7,2025-04-12 06:09:48
13000000625,138,138,2,2,20250421,10,2025-04-21 14:07:42
13000000626,1270,1270,1,1,20250410,9,2025-04-10 04:07:56
13000000627,1116,1116,1,1,20240514,7,2024-05-14 05:46:03
13000000628,239,239,1,1,20240816,5,2024-08-16 17:08:34
13000000629,849,849,2,2,20240706,10,2024-07-06 16:47:48
13000000630,1432,1432,2,2,20240824,9,2024-08-24 10:56:31
13000000631,109,109,2,2,20241217,0,2024-12-17 15:08:46
13000000632,117,117,2,2,20240113,9,2024-01-13 03:24:59
13000000633,1007,1007,2,2,20250402,2,2025-04-02 09:59:06
13000000634,473,473,2,2,20241121,9,2024-11-21 21:36:34
13000000635,188,188,1,1,20250430,9,2025-04-30 11:49:04
13000000636,960,960,1,1,20250306,9,2025-03-06 14:29:15
13000000637,298,298,1,1,20240320,9,2024-03-20 01:24:37
13000000638,1146,1146,1,1,20250912,10,2025-09-12 15:38:13
13000000639,790,790,1,1,20241007,10,2024-10-07 21:17:36
13000000640,114,114,1,1,20240509,10,2024-05-09 11:42:48
13000000641,778,778,1,1,20250424,8,2025-04-24 16:23:15
13000000642,1380,1380,1,1,20250530,2,2025-05-30 10:51:05
13000000643,1265,1265,2,2,20251002,8,2025-10-02 12:27:45
13000000644,171,171,1,1,20250316,7,2025-03-16 22:22:46
13000000645,384,384,1,1,20250502,6,2025-05-02 10:21:53
13000000646,917,917,1,1,20250407,9,2025-04-07 09:07:28
13000000647,1262,1262,2,2,20250706,0,2025-07-06 07:21:53
13000000648,1174,1174,1,1,20240918,6,2024-09-18 10:49:42
13000000649,312,312,1,1,20240128,10,2024-01-28 15:04:33
13000000650,1107,1107,1,1,20241226,6,2024-12-26 08:23:04
13000000651,786,786,1,1,20240725,8,2024-07-25 14:29:31
13000000652,956,956,1,1,20250406,6,2025-04-06 13:41:55
13000000653,227,227,2,2,20250322,7,2025-03-22 04:16:08
13000000654,1339,1339,1,1,20240527,9,2024-05-27 08:35:30
13000000655,79,79,1,1,20250202,6,2025-02-02 05:53:58
13000000656,515,515,1,1,20240603,9,2024-06-03 05:04:04
13000000657,1098,1098,1,1,20250324,8,2025-03-24 04:47:35
13000000658,254,254,1,1,20240922,6,2024-09-22 01:56:03
13000000659,1459,1459,1,1,20250517,1,2025-05-17 08:30:13
13000000660,688,688,2,2,20250609,8,2025-06-09 20:08:41
13000000661,1356,1356,2,2,20240310,7,2024-03-10 17:29:06
13000000662,1409,1409,2,2,20240119,1,2024-01-19 23:29:51
13000000663,512,512,1,1,20241104,9,2024-11-04 20:36:32
13000000664,284,284,1,1,20250409,7,2025-04-09 05:15:25
13000000665,79,79,2,2,20250418,2,2025-04-18 03:00:36
13000000666,1246,1246,1,1,20250928,7,2025-09-28 03:56:35
13000000667,343,343,2,2,20250426,7,2025-04-26 11:31:30
13000000668,387,387,1,1,20250330,7,2025-03-30 15:05:25
13000000669,682,682,2,2,20240214,8,2024-02-14 17:18:32
13000000670,778,778,1,1,20250328,7,2025-03-28 00:50:56
13000000671,507,507,1,1,20250517,6,2025-05-17 08:48:52
13000000672,640,640,1,1,20240226,10,2024-02-26 09:33:22
13000000673,1249,1249,1,1,20250415,7,2025-04-15 00:51:12
13000000674,958,958,1,1,20240817,8,2024-08-17 17:46:52
13000000675,1259,1259,1,1,20240307,7,2024-03-07 15:37:47
13000000676,1441,1441,1,1,20240329,10,2024-03-29 19:51:37
13000000677,379,379,2,2,20250713,9,2025-07-13 19:42:57
13000000678,115,115,1,1,20241227,7,2024-12-27 02:57:08
13000000679,1496,1496,2,2,20240123,8,2024-01-23 02:25:41
13000000680,1435,1435,1,1,20240310,7,2024-03-10 20:49:15
13000000681,1271,1271,1,1,20240527,3,2024-05-27 15:44:54
13000000682,643,643,1,1,20240422,9,2024-04-22 01:47:39
13000000683,1006,1006,2,2,20250113,6,2025-01-13 04:23:05
13000000684,672,672,1,1,20240621,10,2024-06-21 16:00:01
13000000685,439,439,1,1,20250114,0,2025-01-14 10:36:46
13000000686,928,928,1,1,20240306,1,2024-03-06 11:53:45
13000000687,705,705,1,1,20240329,6,2024-03-29 06:36:00
13000000688,717,717,2,2,20250812,8,2025-08-12 19:11:39
13000000689,622,622,2,2,20240127,7,2024-01-27 22:35:20
13000000690,90,90,2,2,20240601,7,2024-06-01 04:53:20
13000000691,1101,1101,2,2,20250409,10,2025-04-09 19:39:38
13000000692,1362,1362,1,1,20241101,9,2024-11-01 17:29:56
13000000693,644,644,2,2,20241020,9,2024-10-20 09:27:30
13000000694,265,265,1,1,20250919,9,2025-09-19 20:34:27
13000000695,506,506,1,1,20250408,8,2025-04-08 04:05:29
13000000696,737,737,1,1,20250414,0,2025-04-14 23:12:00
13000000697,1294,1294,1,1,20240924,10,2024-09-24 01:20:00
13000000698,204,204,1,1,20250508,8,2025-05-08 18:15:49
13000000699,1246,1246,1,1,20241014,10,2024-10-14 15:40:38
13000000700,314,314,1,1,20240801,1,2024-08-01 14:34:31
13000000701,614,614,2,2,20250819,10,2025-08-19 11:18:28
13000000702,497,497,2,2,20250122,8,2025-01-22 23:17:32
13000000703,1267,1267,2,2,20240622,8,2024-06-22 01:58:01
13000000704,768,768,1,1,20240426,8,2024-04-26 01:59:09
13000000705,886,886,2,2,20240819,3,2024-08-19 19:37:12
13000000706,1173,1173,1,1,20240128,1,2024-01-28 18:09:35
13000000707,561,561,1,1,20250718,10,2025-07-18 08:32:38
13000000708,59,59,2,2,20240212,10,2024-02-12 04:25:43
13000000709,951,951,2,2,20250502,6,2025-05-02 04:41:22
13000000710,790,790,1,1,20241128,9,2024-11-28 00:40:32
13000000711,412,412,1,1,20250809,6,2025-08-09 04:05:41
13000000712,1250,1250,2,2,20240227,3,2024-02-27 23:08:54
13000000713,146,146,1,1,20250113,9,2025-01-13 08:48:13
13000000714,670,670,2,2,20240816,9,2024-08-16 19:05:03
13000000715,595,595,1,1,20240303,9,2024-03-03 08:17:29
13000000716,1027,1027,1,1,20241110,9,2024-11-10 03:32:22
13000000717,1183,1183,2,2,20240808,9,2024-08-08 00:55:01
13000000718,655,655,1,1,20250729,9,2025-07-29 21:33:37
13000000719,287,287,1,1,20240410,9,2024-04-10 14:16:56
13000000720,489,489,2,2,20250726,10,2025-07-26 04:35:01
13000000721,897,897,1,1,20250717,9,2025-07-17 07:06:22
13000000722,1094,1094,1,1,20240227,7,2024-02-27 05:57:00
13000000723,713,713,2,2,20241220,7,2024-12-20 20:38:12
13000000724,1222,1222,2,2,20241020,6,2024-10-20 13:19:18
13000000725,176,176,1,1,20250724,7,2025-07-24 00:27:55
13000000726,1373,1373,2,2,20241217,9,2024-12-17 17:42:55
13000000727,613,613,2,2,20240811,3,2024-08-11 20:26:23
13000000728,1082,1082,2,2,20240206,9,2024-02-06 06:06:59
13000000729,790,790,1,1,20250611,5,2025-06-11 23:20:49
13000000730,173,173,1,1,20240907,9,2024-09-07 20:26:33
13000000731,800,800,1,1,20250903,5,2025-09-03 07:44:37
13000000732,1014,1014,2,2,20250224,0,2025-02-24 13:56:02
13000000733,719,719,1,1,20240116,8,2024-01-16 19:04:29
13000000734,1247,1247,2,2,20250403,7,2025-04-03 20:09:32
13000000735,882,882,1,1,20241226,8,2024-12-26 23:07:04
13000000736,281,281,1,1,20250213,7,2025-02-13 06:30:51
13000000737,1014,1014,2,2,20241025,6,2024-10-25 15:20:01
13000000738,621,621,1,1,20241020,4,2024-10-20 13:01:32
13000000739,441,441,1,1,20250608,7,2025-06-08 23:51:23
13000000740,1062,1062,2,2,20240522,9,2024-05-22 14:01:38
13000000741,952,952,1,1,20250821,10,2025-08-21 05:00:28
13000000742,496,496,1,1,20240704,6,2024-07-04 23:14:17
13000000743,338,338,1,1,20240612,5,2024-06-12 12:51:25
13000000744,192,192,1,1,20240522,7,2024-05-22 02:11:12
13000000745,292,292,1,1,20240422,10,2024-04-22 17:56:45
13000000746,483,483,2,2,20250521,10,2025-05-21 15:29:44
13000000747,1356,1356,1,1,20250506,3,2025-05-06 08:42:23
13000000748,1234,1234,2,2,20250904,8,2025-09-04 18:05:55
13000000749,359,359,1,1,20250919,9,2025-09-19 16:18:25
13000000750,671,671,1,1,20240309,8,2024-03-09 08:48:44
13000000751,595,595,2,2,20240504,9,2024-05-04 05:15:04
13000000752,1405,1405,2,2,20250530,7,2025-05-30 11:03:20
13000000753,1230,1230,1,1,20250118,5,2025-01-18 07:09:15
13000000754,173,173,1,1,20251005,7,2025-10-05 08:32:19
13000000755,130,130,2,2,20250221,0,2025-02-21 06:14:46
13000000756,1134,1134,1,1,20240909,9,2024-09-09 13:44:53
13000000757,132,132,1,1,20250525,8,2025-05-25 01:14:32
13000000758,74,74,2,2,20240610,0,2024-06-10 03:00:59
13000000759,147,147,2,2,20240417,5,2024-04-17 16:23:53
13000000760,791,791,1,1,20250408,10,2025-04-08 08:26:53
13000000761,849,849,1,1,20240728,10,2024-07-28 10:51:55
13000000762,84,84,1,1,20240305,8,2024-03-05 13:39:19
13000000763,1313,1313,2,2,20250917,7,2025-09-17 18:56:28
13000000764,930,930,2,2,20250804,9,2025-08-04 20:38:02
13000000765,160,160,2,2,20240708,3,2024-07-08 11:02:15
13000000766,1128,1128,2,2,20250918,10,2025-09-18 01:04:31
13000000767,1029,1029,1,1,20250413,8,2025-04-13 20:36:31
13000000768,185,185,1,1,20240809,10,2024-08-09 13:22:23
13000000769,1144,1144,2,2,20240609,8,2024-06-09 23:57:29
13000000770,930,930,1,1,20240815,6,2024-08-15 09:43:16
13000000771,774,774,1,1,20250908,10,2025-09-08 09:58:29
13000000772,688,688,2,2,20240822,1,2024-08-22 03:49:31
13000000773,433,433,1,1,20240409,9,2024-04-09 13:43:27
13000000774,249,249,1,1,20250321,9,2025-03-21 17:20:28
13000000775,279,279,2,2,20250303,0,2025-03-03 00:13:16
13000000776,1452,1452,1,1,20240906,9,2024-09-06 08:27:32
13000000777,1223,1223,2,2,20240117,8,2024-01-17 08:38:27
13000000778,1385,1385,1,1,20241005,10,2024-10-05 05:23:11
13000000779,722,722,1,1,20250808,9,2025-08-08 01:25:38
13000000780,1085,1085,2,2,20240530,6,2024-05-30 17:22:24
13000000781,378,378,1,1,20250816,3,2025-08-16 11:27:05
13000000782,54,54,1,1,20241202,3,2024-12-02 20:19:13
13000000783,727,727,2,2,20240621,6,2024-06-21 03:58:20
13000000784,1398,1398,1,1,20250526,9,2025-05-26 19:42:12
13000000785,1406,1406,1,1,20250916,4,2025-09-16 14:57:29
13000000786,591,591,1,1,20250426,10,2025-04-26 13:27:08
13000000787,10,10,2,2,20240402,9,2024-04-02 06:22:13
13000000788,877,877,1,1,20240908,2,2024-09-08 03:07:05
13000000789,522,522,2,2,20241128,8,2024-11-28 17:14:29
13000000790,203,203,2,2,20240826,7,2024-08-26 03:03:20
13000000791,1049,1049,2,2,20241027,10,2024-10-27 19:23:07
13000000792,855,855,2,2,20250928,8,2025-09-28 11:05:05
13000000793,584,584,1,1,20240122,7,2024-01-22 17:16:43
13000000794,1387,1387,2,2,20240823,5,2024-08-23 10:58:15
13000000795,571,571,1,1,20241206,10,2024-12-06 14:14:48
13000000796,791,791,2,2,20250609,6,2025-06-09 14:10:19
13000000797,106,106,2,2,20241222,7,2024-12-22 03:58:20
13000000798,1114,1114,2,2,20240429,10,2024-04-29 20:53:00
13000000799,397,397,1,1,20241229,5,2024-12-29 11:38:33
13000000800,46,46,2,2,20250519,9,2025-05-19 11:04:53
13000000801,1260,1260,2,2,20241228,8,2024-12-28 16:34:00
13000000802,1473,1473,2,2,20241107,6,2024-11-07 04:46:54
13000000803,582,582,1,1,20250425,10,2025-04-25 21:23:25
13000000804,323,323,1,1,20240326,8,2024-03-26 12:52:22
13000000805,203,203,1,1,20240508,7,2024-05-08 16:44:30
13000000806,1180,1180,1,1,20250513,8,2025-05-13 12:59:05
13000000807,358,358,2,2,20250119,6,2025-01-19 06:02:07
13000000808,922,922,1,1,20250515,8,2025-05-15 07:58:58
13000000809,645,645,2,2,20250225,4,2025-02-25 21:56:48
13000000810,582,582,1,1,20250212,7,2025-02-12 15:07:57
13000000811,783,783,2,2,20250920,2,2025-09-20 16:36:01
13000000812,852,852,1,1,20240123,0,2024-01-23 13:21:19
13000000813,513,513,1,1,20250809,2,2025-08-09 02:16:29
13000000814,169,169,1,1,20240314,8,2024-03-14 07:04:14
13000000815,1209,1209,1,1,20240501,10,2024-05-01 07:10:20
13000000816,147,147,1,1,20250930,9,2025-09-30 14:41:02
13000000817,185,185,1,1,20250207,6,2025-02-07 08:21:01
13000000818,739,739,2,2,20241027,10,2024-10-27 16:02:57
13000000819,1470,1470,2,2,20250122,7,2025-01-22 00:50:11
13000000820,198,198,1,1,20250213,8,2025-02-13 15:17:17
13000000821,884,884,1,1,20240312,8,2024-03-12 14:39:22
13000000822,457,457,1,1,20241119,10,2024-11-19 13:47:03
13000000823,1184,1184,1,1,20241226,10,2024-12-26 18:51:24
13000000824,221,221,2,2,20250527,7,2025-05-27 23:28:08
13000000825,117,117,2,2,20240829,10,2024-08-29 17:19:25
13000000826,703,703,2,2,20240717,6,2024-07-17 15:50:20
13000000827,58,58,1,1,20251004,10,2025-10-04 18:11:14
13000000828,840,840,1,1,20250506,8,2025-05-06 16:19:33
13000000829,634,634,2,2,20250205,8,2025-02-05 07:02:06
13000000830,914,914,2,2,20241109,9,2024-11-09 19:49:57
13000000831,1281,1281,1,1,20250505,8,2025-05-05 22:09:50
13000000832,852,852,2,2,20240118,5,2024-01-18 19:22:17
13000000833,1336,1336,2,2,20240321,7,2024-03-21 02:19:39
13000000834,1264,1264,1,1,20251009,1,2025-10-09 01:40:51
13000000835,140,140,1,1,20250201,1,2025-02-01 19:30:04
13000000836,162,162,1,1,20240612,9,2024-06-12 14:07:23
13000000837,460,460,1,1,20240502,8,2024-05-02 02:28:49
13000000838,1392,1392,1,1,20241108,5,2024-11-08 10:40:15
13000000839,4,4,2,2,20241109,9,2024-11-09 12:18:56
13000000840,1372,1372,2,2,20241130,8,2024-11-30 20:42:39
13000000841,921,921,2,2,20250726,7,2025-07-26 06:01:12
13000000842,880,880,1,1,20241002,8,2024-10-02 06:31:39
13000000843,603,603,2,2,20240531,10,2024-05-31 04:42:33
13000000844,389,389,1,1,20250219,5,2025-02-19 22:24:55
13000000845,769,769,2,2,20240209,8,2024-02-09 07:49:33
13000000846,1480,1480,2,2,20240823,9,2024-08-23 16:21:14
13000000847,1352,1352,1,1,20250620,1,2025-06-20 21:29:16
13000000848,1081,1081,1,1,20240531,6,2024-05-31 17:22:53
13000000849,1318,1318,2,2,20250811,10,2025-08-11 14:09:41
13000000850,1129,1129,2,2,20240112,8,2024-01-12 20:20:44
13000000851,495,495,1,1,20250730,7,2025-07-30 07:36:49
13000000852,586,586,1,1,20240325,10,2024-03-25 13:58:28
